Time (s),LVDT (V),Potentiometer (V),Accelerometer (V),Tachometer (V)
3.08,7.7251,6.8798,2.8074,-.0838
3.085,7.7267,6.8889,2.7399,-.0976
3.09,7.7452,6.8967,2.7282,-.1054
3.095,7.7436,6.8948,2.7104,-.1086
3.1,7.766,6.9006,2.7263,-.1029
3.105,7.7634,6.9045,2.8346,-.0717
3.11,7.7721,6.9087,2.9144,-.0492
3.115,7.7682,6.9239,2.8424,-.0419
3.12,7.7734,6.911,2.7633,-.0205
3.125,7.7757,6.9116,2.8511,.0033
3.13,7.7673,6.911,2.858,.0046
3.135,7.7747,6.9106,2.7396,-.0142
3.14,7.7702,6.8996,2.6322,-.0278
3.145,7.7763,6.9142,2.5842,-.0349
3.15,7.7845,6.9132,2.5813,-.0197
3.155,7.7715,6.9158,2.738,-.0003
3.16,7.7731,6.9181,2.7769,.0062
3.165,7.765,6.9158,2.7814,.0031
3.17,7.8552,6.9162,2.7032,-.0052
3.175,7.7935,6.9197,2.6838,-.0001
3.18,7.788,6.9165,2.724,.0083
3.185,7.8672,6.9178,2.8226,.0209
3.19,7.7663,6.9162,2.7441,.0264
3.195,7.8759,6.9155,2.6027,.0183
3.2,7.8425,6.9175,2.5385,.0131
3.205,7.7592,6.9165,2.6368,.0128
3.21,7.7588,6.9129,2.7165,.0128
3.215,7.7533,6.9181,2.6896,.0036
3.22,7.7595,6.9155,2.6621,.0025
3.225,7.7579,6.9165,2.6611,.005
3.23,7.7611,6.9158,2.7104,.0207
3.235,7.7705,6.9188,2.7636,.0379
3.24,7.7767,6.9132,2.7876,.0449
3.245,7.7673,6.9103,2.7513,.0522
3.25,7.7763,6.9094,2.7652,.0507
3.255,7.7734,6.9064,2.7681,.0431
3.26,7.765,6.8999,2.7302,.0501
3.265,7.7653,6.9032,2.6848,.0598
3.27,7.7604,6.9029,2.6984,.0701
3.275,7.7472,6.898,2.7016,.07
3.28,7.7501,6.8961,2.6854,.0625
3.285,7.742,6.9045,2.6715,.0638
3.29,7.7219,6.8905,2.6932,.0627
3.295,7.7283,6.8889,2.7068,.0492
3.3,7.728,6.8866,2.5745,.0316
3.305,7.7108,6.8844,2.5482,.0282
3.31,7.7089,6.8795,2.6377,.0365
3.315,7.7021,6.8828,2.7127,.0554
3.32,7.6888,6.8808,2.8242,.0716
3.325,7.6917,6.8808,2.8888,.0849
3.33,7.6871,6.8756,2.7954,.0761
3.335,7.6787,6.8711,2.6419,.0598
3.34,7.6897,6.8695,2.6115,.0664
3.345,7.6884,6.8646,2.5369,.0604
3.35,7.6858,6.8649,2.5382,.0606
3.355,7.6807,6.8604,2.641,.0693
3.36,7.6758,6.86,2.6702,.0628
3.365,7.6648,6.8575,2.6095,.047
3.37,7.6618,6.8545,2.5917,.0361
3.375,7.6576,6.8552,2.6883,.0327
3.38,7.6472,6.8536,2.6728,.0256
3.385,7.6482,6.8532,2.6348,.0241
3.39,7.6414,6.8519,2.6342,.029
3.395,7.6317,6.8474,2.7062,.0431
3.4,7.6297,6.8484,2.7626,.0546
3.405,7.6265,6.8448,2.8327,.0611
3.41,7.6151,6.8445,2.8041,.0588
3.415,7.6427,6.8432,2.689,.0535
3.42,7.6297,6.8399,2.6754,.0585
3.425,7.6109,6.8386,2.7211,.0727
3.43,7.6145,6.8377,2.7013,.0781
3.435,7.6161,6.8325,2.6533,.07
3.44,7.6631,6.8292,2.5716,.0552
3.445,7.656,6.8273,2.532,.0379
3.45,7.6109,6.8257,2.5742,.0295
3.455,7.6138,6.8231,2.6682,.0274
3.46,7.6002,6.825,2.6403,.0169
3.465,7.5996,6.8244,2.5894,.0081
3.47,7.5996,6.8244,2.5673,.0073
3.475,7.6018,6.8244,2.6371,.0285
3.48,7.6038,6.8263,2.7441,.0416
3.485,7.6048,6.8205,2.8985,.0531
3.49,7.6054,6.8179,2.8106,.0488
3.495,7.5921,6.8169,2.6488,.0381
3.5,7.5882,6.8117,2.6676,.0421
3.505,7.583,6.8091,2.7007,.0585
3.51,7.5688,6.8111,2.6481,.0599
3.515,7.5626,6.8088,2.5813,.0551
3.52,7.5568,6.8075,2.5839,.0481
3.525,7.5425,6.8065,2.5771,.0361
3.53,7.5503,6.8182,2.6455,.0274
3.535,7.5444,6.8039,2.676,.0173
3.54,7.5409,6.8036,2.5787,.007
3.545,7.5477,6.8033,2.6008,.0021
3.55,7.5483,6.802,2.6254,.0031
3.555,7.5431,6.8065,2.6734,.0123
3.56,7.5581,6.802,2.7503,.024
3.565,7.5645,6.8033,2.8294,.0298
3.57,7.5623,6.801,2.8028,.0248
3.575,7.5649,6.802,2.7311,.0209
3.58,7.5658,6.8107,2.7026,.0279
3.585,7.5473,6.7975,2.6987,.0407
3.59,7.5509,6.7968,2.7071,.0496
3.595,7.5376,6.7942,2.7146,.0552
3.6,7.5422,6.79,2.748,.057
3.605,7.5156,6.7903,2.7013,.0523
3.61,7.5658,6.7871,2.6922,.045
3.615,7.5937,6.7887,2.6092,.0295
3.62,7.5107,6.7864,2.5326,.0115
3.625,7.5162,6.7877,2.4428,-.0034
3.63,7.5065,6.7861,2.4976,.0018
3.635,7.5159,6.7854,2.6617,.0146
3.64,7.5006,6.7864,2.7221,.0217
3.645,7.5185,6.7835,2.7834,.0191
3.65,7.5091,6.7832,2.7817,.0146
3.655,7.5016,6.7838,2.6838,.0071
3.66,7.4906,6.7835,2.6163,.0117
3.665,7.4929,6.7838,2.6569,.0253
3.67,7.5019,6.7809,2.7221,.0348
3.675,7.5123,6.7786,2.7023,.0415
3.68,7.5094,6.7783,2.6984,.0413
3.685,7.5036,6.7773,2.724,.036
3.69,7.4912,6.776,2.6757,.0271
3.695,7.4942,6.7764,2.6403,.0185
3.7,7.4883,6.779,2.6312,.0127
3.705,7.4873,6.7747,2.6157,.0118
3.71,7.4838,6.7757,2.5732,.0083
3.715,7.4977,6.7744,2.6137,.0093
3.72,7.4912,6.7738,2.7065,.0091
3.725,7.5065,6.7686,2.7678,.0096
3.73,7.4851,6.7715,2.7441,.0039
3.735,7.4922,6.7747,2.7045,.0054
3.74,7.4961,6.7741,2.7049,.0148
3.745,7.4922,6.7747,2.7668,.0272
3.75,7.477,6.7845,2.7594,.0384
3.755,7.462,6.7702,2.7032,.0368
3.76,7.4627,6.7679,2.677,.0339
3.765,7.4656,6.7676,2.6397,.0264
3.77,7.4604,6.7663,2.639,.0256
3.775,7.4679,6.7559,2.6734,.0229
3.78,7.4766,6.766,2.6407,.0159
3.785,7.4796,6.7634,2.5622,.0104
3.79,7.4731,6.765,2.5615,.0112
3.795,7.4792,6.766,2.6552,.0125
3.8,7.4802,6.7676,2.7,.0149
3.805,7.4718,6.7634,2.7405,.0173
3.81,7.4727,6.7624,2.7422,.0125
3.815,7.4607,6.7624,2.7058,.0117
3.82,7.4601,6.7608,2.6792,.0206
3.825,7.4643,6.7611,2.7298,.0292
3.83,7.4439,6.7608,2.7422,.0347
3.835,7.4416,6.7533,2.6799,.0266
3.84,7.4449,6.7589,2.6377,.0251
3.845,7.453,6.7569,2.6371,.022
3.85,7.4471,6.7569,2.665,.017
3.855,7.4565,6.7566,2.6478,.008
3.86,7.4666,6.7624,2.5923,.0002
3.865,7.4637,6.7556,2.6241,-.0009
3.87,7.464,6.755,2.6776,.0025
3.875,7.465,6.7559,2.7052,.0054
3.88,7.451,6.7556,2.7853,.0191
3.885,7.4578,6.755,2.8469,.0243
3.89,7.4611,6.7543,2.7691,.0173
3.895,7.4487,6.7511,2.6523,.0114
3.9,7.4569,6.7533,2.6351,.0133
3.905,7.464,6.7537,2.6358,.0185
3.91,7.4546,6.7524,2.6325,.0212
3.915,7.4533,6.752,2.6403,.0198
3.92,7.451,6.7553,2.676,.0122
3.925,7.4397,6.7511,2.6637,.007
3.93,7.441,6.7498,2.6364,.0042
3.935,7.438,6.7504,2.6786,.0083
3.94,7.4293,6.7494,2.7162,.0076
3.945,7.4351,6.7462,2.7247,.0149
3.95,7.4332,6.7494,2.6912,.0131
3.955,7.426,6.7498,2.6394,.0073
3.96,7.4332,6.7537,2.6205,.0025
3.965,7.4419,6.7504,2.6432,.0044
3.97,7.4397,6.7569,2.6887,.0036
3.975,7.4507,6.7494,2.7127,.0099
3.98,7.453,6.7481,2.7389,.0114
3.985,7.4575,6.7488,2.7068,.0107
3.99,7.4559,6.7491,2.7045,.0115
3.995,7.4582,6.7537,2.6828,.0122
4,7.4491,6.7478,2.6971,.0143
4.005,7.3894,6.7232,2.6666,.0018
4.01,7.3894,6.7199,2.6828,.0037
4.015,7.392,6.7232,2.6744,.0037
4.02,7.3881,6.7206,2.6559,.0033
4.025,7.3823,6.7228,2.6896,.0037
4.03,7.3874,6.7232,2.7052,.0034
4.035,7.3823,6.7209,2.6948,.0036
4.04,7.3891,6.7235,2.6634,.0033
4.045,7.3998,6.7254,2.7308,.0102
4.05,7.3959,6.7235,2.7247,.0107
4.055,7.4089,6.7225,2.6484,.0091
4.06,7.416,6.7225,2.6468,.008
4.065,7.4111,6.7222,2.6562,.0067
4.07,7.4166,6.7193,2.6647,.0055
4.075,7.414,6.7241,2.7127,.0067
4.08,7.4066,6.7232,2.7256,.012
4.085,7.403,6.7225,2.8914,.0358
4.09,7.4053,6.7209,2.8505,.0471
4.095,7.3952,6.716,2.7769,.0551
4.1,7.3861,6.7151,2.8242,.0779
4.105,7.3819,6.7125,2.7804,.0853
4.11,7.3505,6.7092,2.7714,.0902
4.115,7.3411,6.707,2.7525,.0944
4.12,7.3352,6.7089,2.7633,.108
4.125,7.3197,6.6976,2.6734,.1069
4.13,7.3138,6.693,2.641,.1103
4.135,7.3158,6.6885,2.7412,.1122
4.14,7.3015,6.6836,2.7026,.1046
4.145,7.3051,6.6684,2.593,.0939
4.15,7.3051,6.6778,2.6578,.1025
4.155,7.2953,6.6739,2.7707,.1093
4.16,7.2892,6.6706,2.726,.1043
4.165,7.2973,6.6651,2.6861,.1137
4.17,7.2869,6.6619,2.7581,.1258
4.175,7.2794,6.6564,2.7266,.1268
4.18,7.2697,6.6492,2.7519,.1367
4.185,7.2541,6.6473,2.8469,.1533
4.19,7.2412,6.6434,2.82,.158
4.195,7.2227,6.6333,2.7068,.1608
4.2,7.2065,6.6288,2.7399,.1762
4.205,7.176,6.6213,2.7525,.1882
4.21,7.152,6.6142,2.6767,.1893
4.215,7.1374,6.6051,2.7156,.1938
4.22,7.1234,6.5996,2.7568,.1951
4.225,7.1079,6.5925,2.6303,.1818
4.23,7.0975,6.585,2.6196,.1783
4.235,7.102,6.5782,2.6225,.1812
4.24,7.0887,6.5711,2.6601,.1802
4.245,7.0881,6.5636,2.8304,.1988
4.25,7.0767,6.5555,2.8826,.2145
4.255,7.0605,6.5467,2.7782,.2131
4.26,7.0358,6.5389,2.7418,.2243
4.265,7.0177,6.5328,2.7801,.2324
4.27,6.9972,6.5192,2.8223,.2393
4.275,6.9768,6.5088,2.81,.2493
4.28,6.9726,6.4997,2.7224,.251
4.285,6.9441,6.4893,2.6789,.2578
4.29,6.923,6.4776,2.6546,.2651
4.295,6.8993,6.4682,2.6818,.2646
4.3,6.8549,6.4588,2.7127,.2649
4.305,6.8312,6.4481,2.5605,.2455
4.31,6.815,6.4374,2.5531,.2361
4.315,6.7877,6.4206,2.7088,.2477
4.32,6.7757,6.4206,2.6669,.2369
4.325,6.7705,6.4118,2.819,.2613
4.33,6.7569,6.3998,2.8171,.2796
4.335,6.7303,6.3878,2.7214,.2735
4.34,6.6885,6.3771,2.7564,.295
4.345,6.6606,6.3657,2.9293,.3101
4.35,6.6434,6.3534,2.94,.3182
4.355,6.6226,6.3417,2.8035,.3379
4.36,6.5977,6.3291,2.7655,.3554
4.365,6.5772,6.3135,2.5975,.3452
4.37,6.5604,6.3022,2.6137,.3522
4.375,6.5211,6.2847,2.7986,.3468
4.38,6.4994,6.271,2.7519,.3284
4.385,6.475,6.2574,2.5664,.3159
4.39,6.4536,6.2438,2.5712,.3199
4.395,6.4303,6.2305,2.64,.3199
4.4,6.3962,6.2169,2.6919,.3251
4.405,6.3557,6.2042,2.8661,.3433
4.41,6.3304,6.1873,2.774,.351
4.415,6.2989,6.1766,2.6316,.3525
4.42,6.2645,6.1617,2.7561,.3745
4.425,6.237,6.1452,2.7976,.3837
4.43,6.2052,6.1303,2.8356,.3959
4.435,6.1672,6.1092,2.819,.4022
4.44,6.1406,6.0982,2.761,.4074
4.445,6.1085,6.081,2.6818,.4239
4.45,6.0784,6.0644,2.7101,.4308
4.455,6.056,6.0479,2.7652,.438
4.46,6.0213,6.0359,2.7386,.4344
4.465,5.9869,6.0125,2.6488,.4205
4.47,5.9652,5.9966,2.6702,.4103
4.475,5.9525,5.9804,2.7117,.4158
4.48,5.9022,5.9652,2.6536,.4116
4.485,5.8724,5.9503,2.6805,.4185
4.49,5.8322,5.9331,2.675,.4344
4.495,5.7991,5.9155,2.6432,.4295
4.5,5.766,5.8951,2.7347,.4394
4.505,5.7258,5.8753,2.8333,.4464
4.51,5.682,5.8585,2.7769,.4399
4.515,5.6405,5.84,2.7337,.4417
4.52,5.6084,5.8221,2.7237,.4512
4.525,5.5672,5.8033,2.7574,.4668
4.53,5.525,5.7835,2.7996,.4642
4.535,5.4923,5.765,2.7753,.4702
4.54,5.4543,5.7453,2.7817,.4778
4.545,5.4164,5.7287,2.7081,.4788
4.55,5.3758,5.7076,2.7201,.4966
4.555,5.3437,5.6888,2.7921,.5084
4.56,5.31,5.6671,2.6971,.4961
4.565,5.2746,5.6463,2.7422,.5239
4.57,5.2403,5.6249,2.8025,.5468
4.575,5.1948,5.6022,2.7448,.5377
4.58,5.155,5.5837,2.7376,.5549
4.585,5.105,5.5578,2.6494,.5481
4.59,5.0713,5.537,2.6663,.5336
4.595,5.0301,5.516,2.6948,.5275
4.6,4.9762,5.4952,2.6286,.5094
4.605,4.9302,5.4712,2.5888,.511
4.61,4.8825,5.4534,2.6384,.5299
4.615,4.8381,5.431,2.6812,.5338
4.62,4.7907,5.4092,2.7584,.5333
4.625,4.7521,5.3865,2.8346,.5497
4.63,4.7041,5.3632,2.7876,.5417
4.635,4.6603,5.3431,2.7143,.5448
4.64,4.6311,5.3207,2.7243,.5513
4.645,4.5825,5.298,2.774,.5701
4.65,4.5416,5.2753,2.7574,.5641
4.655,4.4978,5.2497,2.7983,.5772
4.66,4.4615,5.224,2.7324,.5955
4.665,4.4226,5.1974,2.4782,.5694
4.67,4.3707,5.1767,2.5278,.5568
4.675,4.3311,5.1553,2.6643,.5576
4.68,4.2964,5.1348,2.5914,.5243
4.685,4.2588,5.1138,2.4055,.5118
4.69,4.1991,5.0982,2.3277,.5045
4.695,4.154,5.0719,2.3779,.4757
4.7,4.1294,5.0538,2.5579,.4721
4.705,4.0862,5.0359,2.8378,.4694
4.71,4.0269,5.0181,2.7101,.4339
4.715,3.9922,4.9996,2.4837,.4161
4.72,3.9695,4.9873,2.5401,.4321
4.725,3.9442,4.9672,2.8761,.4542
4.73,3.9007,4.9451,2.9835,.4896
4.735,3.853,4.9266,2.8116,.5
4.74,3.8235,4.9049,2.7208,.5079
4.745,3.7973,4.8841,2.6429,.5026
4.75,3.7593,4.8686,2.6861,.5011
4.755,3.7045,4.8449,2.7707,.4909
4.76,3.6669,4.8257,2.652,.4695
4.765,3.6364,4.8079,2.2716,.4367
4.77,3.614,4.7888,2.2699,.4198
4.775,3.5767,4.7674,2.461,.397
4.78,3.5514,4.756,2.5453,.3565
4.785,3.5209,4.7408,2.6634,.3533
4.79,3.4946,4.7275,2.5356,.3355
4.795,3.4713,4.7129,2.4532,.3127
4.8,3.4372,4.7022,2.5949,.3271
4.805,3.3873,4.6869,3.0412,.3645
4.81,3.3591,4.6727,3.0182,.3798
4.815,3.3221,4.6568,2.726,.3871
4.82,3.3072,4.6402,2.6695,.4137
4.825,3.2738,4.6191,2.6397,.4305
4.83,3.2413,4.6032,2.8006,.4281
4.835,3.2011,4.5906,2.8563,.425
4.84,3.1713,4.5721,2.7457,.4125
4.845,3.1489,4.5572,2.4366,.391
4.85,3.1246,4.54,2.3095,.3708
4.855,3.0532,4.5251,2.4473,.3593
4.86,3.0318,4.5111,2.5683,.3423
4.865,3.0318,4.4985,2.5482,.3052
4.87,3.0107,4.4849,2.4979,.2816
4.875,2.9942,4.4755,2.4694,.267
4.88,2.9776,4.4657,2.5301,.2519
4.885,2.965,4.455,2.8271,.2683
4.89,2.9475,4.4446,2.8161,.2947
4.895,2.9206,4.4359,2.6838,.2908
4.9,2.8979,4.4206,2.7276,.3138
4.905,2.8693,4.408,2.8317,.3369
4.91,2.8443,4.3947,2.8606,.3319
4.915,2.8203,4.3824,2.81,.3353
4.92,2.7921,4.3723,2.7269,.3381
4.925,2.7516,4.3541,2.4629,.3178
4.93,2.7175,4.3405,2.4269,.308
4.935,2.6984,4.3272,2.5599,.3084
4.94,2.6737,4.3159,2.6416,.2866
4.945,2.6825,4.301,2.4675,.2477
4.95,2.6679,4.2938,2.4013,.2199
4.955,2.6361,4.2854,2.472,.2045
4.96,2.6115,4.2779,2.4769,.1775
4.965,2.6192,4.2695,2.7341,.1859
4.97,2.5865,4.2663,2.6922,.1937
4.975,2.5673,4.2549,2.6147,.1898
4.98,2.5343,4.2465,2.7191,.2079
4.985,2.5096,4.2374,2.8265,.2259
4.99,2.5083,4.2293,2.9283,.2267
4.995,2.4863,4.2186,2.857,.2343
5,2.4743,4.2095,2.7123,.2438
5.005,2.4668,4.202,2.5106,.2356
5.01,2.4525,4.19,2.4704,.2309
5.015,2.4269,4.178,2.6257,.2406
5.02,2.4113,4.1715,2.7156,.2246
5.025,2.3413,4.1628,2.4827,.1891
5.03,2.3646,4.155,2.3841,.1592
5.035,2.3033,4.1501,2.4928,.1449
5.04,2.3734,4.1436,2.5161,.1244
5.045,2.3643,4.1401,2.6381,.1244
5.05,2.3539,4.1355,2.6251,.1357
5.055,2.3429,4.1291,2.5978,.1334
5.06,2.3273,4.1239,2.6488,.1417
5.065,2.3101,4.119,2.8187,.1511
5.07,2.2959,4.1135,2.8826,.1501
5.075,2.2677,4.106,2.7931,.1483
5.08,2.2605,4.1002,2.6955,.1564
5.085,2.2553,4.0937,2.5719,.1598
5.09,2.2323,4.0898,2.6338,.1681
5.095,2.2242,4.0801,2.6864,.1684
5.1,2.2177,4.0733,2.6861,.1548
5.105,2.122,4.0684,2.494,.1192
5.11,2.1165,4.0645,2.4639,.0928
5.115,2.1327,4.0587,2.5083,.0753
5.12,2.2154,4.0593,2.5349,.058
5.125,2.2044,4.0558,2.6763,.0601
5.13,2.197,4.0554,2.6063,.0764
5.135,2.1859,4.0515,2.5417,.0717
5.14,2.1733,4.0382,2.6614,.0755
5.145,2.1674,4.0457,2.8174,.0873
5.15,2.159,4.0438,2.8657,.0831
5.155,2.1577,4.0402,2.8009,.0815
5.16,2.1434,4.0379,2.688,.0863
5.165,2.136,4.0415,2.5181,.0811
5.17,2.1357,4.0298,2.5417,.0831
5.175,2.1334,4.0256,2.6462,.0892
5.18,2.1181,4.0223,2.6669,.0709
5.185,2.1246,4.0201,2.5391,.0462
5.19,2.1262,4.0185,2.5502,.0288
5.195,2.1181,4.0198,2.615,.0198
5.2,2.1217,4.0194,2.6387,.0149
5.205,2.1292,4.0185,2.7117,.019
5.21,2.1285,4.0168,2.6371,.025
5.215,2.125,4.0162,2.5982,.0266
5.22,2.1295,4.0152,2.6507,.0253
5.225,2.1269,4.0149,2.6656,.0186
5.23,2.1214,4.0146,2.7337,.0076
5.235,2.1123,4.0168,2.7386,.0055
5.24,2.1006,4.0146,2.6922,.0063
5.245,2.0958,4.0159,2.6507,.0089
5.25,2.0912,4.0139,2.5888,.0097
5.255,2.099,4.0129,2.555,.0029
5.26,2.1016,4.01,2.6549,.002
5.265,2.1019,4.0133,2.7049,-.0013
5.27,2.1061,4.0133,2.7736,-.0009
5.275,2.1078,4.0136,2.8161,.0057
5.28,2.1,4.0146,2.7227,.0076
5.285,2.1113,4.0191,2.663,.0097
5.29,2.1055,4.0126,2.5962,.0117
5.295,2.1058,4.0126,2.5842,.0104
5.3,2.1162,4.011,2.6559,.0089
5.305,2.1155,4.0113,2.6484,-.0082
5.31,2.1165,4.009,2.7256,-.0058
5.315,2.1233,4.0126,2.8051,.0013
5.32,2.1181,4.0129,2.7363,.0052
5.325,2.1152,4.0133,2.6611,.0065
5.33,2.1149,4.0142,2.5764,.0013
5.335,2.1068,4.0308,2.6043,-.0009
5.34,2.0919,4.0129,2.6656,.001
5.345,2.0974,4.0116,2.7454,.0041
5.35,2.0977,4.0129,2.7363,.0033
5.355,2.0925,4.012,2.7405,.0047
5.36,2.099,4.0116,2.6799,.0044
5.365,2.1022,4.011,2.6371,.0054
5.37,2.1035,4.0146,2.6286,.0044
5.375,2.1003,4.0129,2.6319,.0037
5.38,2.1107,4.0136,2.688,.0025
5.385,2.1039,4.0133,2.7075,.0021
5.39,2.1087,4.0129,2.7146,.0007
5.395,2.1107,4.011,2.7016,.0026
5.4,2.1191,4.0129,2.6744,.0031
5.405,2.1204,4.0129,2.6689,.0044
5.41,2.122,4.0136,2.6484,.0034
5.415,2.1175,4.0133,2.6695,.0034
5.42,2.1217,4.0159,2.665,.0026
5.425,2.1204,4.0129,2.7204,.0029
5.43,2.1052,4.0116,2.7088,.0025
5.435,2.1078,4.0129,2.7058,.0028
5.44,2.1019,4.0126,2.6572,.0031
5.445,2.0925,4.0097,2.6497,.0029
5.45,2.0922,4.0133,2.6491,.0039
5.455,2.1006,4.0152,2.6796,.0037
5.46,2.1009,4.0129,2.6734,.0034
5.465,2.1013,4.0133,2.6948,.0026
5.47,2.1104,4.012,2.7107,.0025
5.475,2.1045,4.0126,2.6974,-.0001
5.48,2.1068,4.0097,2.6802,.0031
5.485,2.1094,4.0133,2.6527,.0033
5.49,2.1123,4.0126,2.653,.0023
5.495,2.1198,4.0129,2.7039,.0034
5.5,2.1269,4.0136,2.7042,.0042
5.505,2.1246,4.0172,2.676,.0012
5.51,2.1279,4.0129,2.6912,-.0016
5.515,2.1334,4.0133,2.6844,.0012
5.52,2.1279,4.0136,2.6666,.0021
5.525,2.1194,4.0126,2.665,-.0026
5.53,2.1126,4.0071,2.6841,.0033
5.535,2.1013,4.0129,2.676,.0031
5.54,2.0984,4.0123,2.6702,.0034
5.545,2.0964,4.0133,2.7013,.0029
5.55,2.1009,4.0133,2.7075,.0047
5.555,2.1032,4.0058,2.6822,.0016
5.56,2.1094,4.0133,2.6802,.002
5.565,2.1136,4.0129,2.6909,.0028
5.57,2.122,4.0133,2.6715,.0031
5.575,2.1142,4.0136,2.6585,.0029
5.58,2.11,4.0097,2.6815,.0028
5.585,2.1129,4.0129,2.7026,.0034
5.59,2.1172,4.0146,2.6825,.0025
5.595,2.1168,4.011,2.6708,-.0008
5.6,2.1272,4.012,2.6831,-.0003
5.605,2.1288,4.0133,2.6656,.001
5.61,2.124,4.0129,2.6546,.0029
5.615,2.1301,4.0126,2.6942,.0034
5.62,2.1279,4.0139,2.6893,.0039
5.625,2.0565,4.0129,2.6802,.0003
5.63,2.0384,4.0136,2.6994,.0025
5.635,2.0173,4.0136,2.7133,.0028
5.64,2.0494,4.012,2.6867,.0028
5.645,2.112,4.0146,2.7165,.007
5.65,2.1045,4.0172,2.6501,.0049
5.655,2.1087,4.0136,2.6468,.0021
5.66,2.1104,4.0165,2.6484,.0021
5.665,2.1123,4.0097,2.6494,-.0016
5.67,2.1172,4.0129,2.7243,-.0035
5.675,2.1243,4.0142,2.737,-.0018
5.68,2.1266,4.0146,2.6994,-.0048
5.685,2.1259,4.0142,2.7032,-.0018
5.69,2.1321,4.0146,2.6598,.0031
5.695,2.112,4.0142,2.6128,-.0037
5.7,2.1136,4.0097,2.6445,.0039
5.705,2.0338,4.0152,2.7023,.0025
5.71,2.1016,4.0139,2.7334,.0037
5.715,2.1013,4.0165,2.7522,.0065
5.72,2.1071,4.0149,2.7285,.0071
5.725,2.1055,4.0077,2.64,.0005
5.73,2.1142,4.0146,2.6154,.0002
5.735,2.1168,4.0146,2.6449,.0005
5.74,2.1078,4.0149,2.6679,.0015
5.745,2.122,4.0165,2.7078,.0012
5.75,2.1211,4.0152,2.7276,.0025
5.755,2.1178,4.0152,2.6958,.0041
5.76,2.1279,4.0155,2.7023,.0037
5.765,2.1275,4.0155,2.653,.0029
5.77,2.1301,4.0172,2.6669,.0016
5.775,2.136,4.0152,2.6909,.0018
5.78,2.1321,4.0146,2.6685,.0015
5.785,2.135,4.0159,2.7023,.0013
5.79,2.1288,4.0152,2.6987,.0015
5.795,2.1181,4.0165,2.689,.0031
5.8,2.1117,4.0155,2.7039,.0036
5.805,2.1091,4.0155,2.6634,.0025
5.81,2.1032,4.0168,2.6796,.0025
5.815,2.1052,4.0146,2.6802,.0003
5.82,2.1084,4.0113,2.6724,.0023
5.825,2.1113,4.0139,2.6987,.0018
5.83,2.1113,4.0152,2.6796,.0025
5.835,2.1149,4.0159,2.6565,.0031
5.84,2.1087,4.0149,2.6475,.0029
5.845,2.1084,4.0113,2.6747,.0016
5.85,2.1262,4.0152,2.6666,.0021
5.855,2.11,4.0146,2.7049,.0023
5.86,2.1178,4.0159,2.7117,.0002
5.865,2.1104,4.0152,2.6656,-.0009
5.87,2.111,4.0217,2.6838,-.0009
5.875,2.0971,4.0162,2.6896,.0003
5.88,2.1259,4.0165,2.6721,.0028
5.885,2.1214,4.0168,2.7263,.0067
5.89,2.1214,4.0162,2.6624,.0044
5.895,2.0692,4.0159,2.6166,.0002
5.9,2.0306,4.0165,2.689,.0028
5.905,2.099,4.0149,2.6783,.001
5.91,2.0961,4.0165,2.7026,-.0008
5.915,2.1013,4.0188,2.7435,-.0009
5.92,2.1305,4.0172,2.6828,-.0043
5.925,2.1178,4.0172,2.7045,-.0014
5.93,2.1211,4.0178,2.6536,.0023
5.935,2.1204,4.0178,2.5965,.0015
5.94,2.1233,4.0191,2.6698,.0025
5.945,2.1337,4.0178,2.7182,.0034
5.95,2.1324,4.0178,2.738,.0041
5.955,2.1379,4.0181,2.7535,.0059
5.96,2.1285,4.0172,2.6666,.0002
5.965,2.1152,4.0123,2.6595,.0012
5.97,2.1152,4.0175,2.6238,.0008
5.975,2.1055,4.0172,2.6478,.0008
5.98,2.1,4.0175,2.6796,-.0009
5.985,2.1107,4.0165,2.7032,.0021
5.99,2.1126,4.0084,2.7062,.0037
5.995,2.1295,4.0175,2.6896,.0025
6,2.0984,4.0178,2.6517,.0023
6.005,2.1392,4.0217,2.7042,.0028
6.01,2.135,4.0246,2.6614,.0034
6.015,2.137,4.0298,2.6724,.0029
6.02,2.1279,4.0246,2.6647,.0033
6.025,2.1502,4.0253,2.7084,.0033
6.03,2.135,4.0246,2.6695,.0033
6.035,2.1344,4.0236,2.6851,.0042
6.04,2.1434,4.0188,2.6731,.0015
6.045,2.1191,4.0249,2.6974,.0021
6.05,2.146,4.0259,2.6325,-.0113
6.055,2.148,4.0253,2.5223,-.0281
6.06,2.1434,4.0256,2.4752,-.0393
6.065,2.1548,4.0285,2.5301,-.0421
6.07,2.1561,4.0305,2.5982,-.0498
6.075,2.1473,4.033,2.6128,-.0643
6.08,2.1619,4.0363,2.5936,-.0814
6.085,2.1678,4.0379,2.5651,-.0957
6.09,2.1597,4.045,2.5349,-.1136
6.095,2.1781,4.0493,2.4551,-.1319
6.1,2.1927,4.0532,2.4833,-.1471
6.105,2.2077,4.0593,2.5391,-.1544
6.11,2.2219,4.0639,2.6916,-.1447
6.115,2.2365,4.0723,2.7418,-.148
6.12,2.2514,4.0801,2.7422,-.146
6.125,2.2599,4.0804,2.7084,-.1539
6.13,2.2641,4.0911,2.6316,-.1743
6.135,2.2703,4.0947,2.5401,-.1718
6.14,2.2803,4.1051,2.5586,-.1755
