Time (s),LVDT (V),Potentiometer (V),Accelerometer (V),Tachometer (V)
15.235,8.0624,7.0521,2.569,.0805
15.24,8.0569,7.0521,2.6611,.0878
15.245,8.0452,7.0498,2.8122,.087
15.25,8.04,7.0449,2.8138,.0892
15.255,8.029,7.043,2.7172,.0915
15.26,8.0057,7.0433,2.8109,.1216
15.265,7.9969,7.0342,2.9841,.152
15.27,7.983,7.0281,2.8969,.1529
15.275,7.9674,7.0235,2.6825,.1376
15.28,7.9703,7.018,2.5742,.1359
15.285,7.9654,7.0122,2.5839,.1323
15.29,7.9551,7.0073,2.6092,.1334
15.295,7.9388,7.0021,2.6381,.1266
15.3,8.04,6.9982,2.5985,.1046
15.305,8.0102,6.9908,2.5181,.0797
15.31,7.9405,6.9911,2.484,.0656
15.315,7.9268,6.9885,2.6517,.0695
15.32,7.9145,6.9859,2.7341,.0748
15.325,7.908,6.9833,2.7292,.0666
15.33,7.8986,6.9856,2.7078,.0643
15.335,7.8869,6.9781,2.7195,.0782
15.34,7.8844,6.9745,2.8382,.1054
15.345,7.8743,6.9707,2.8972,.1216
15.35,7.8711,6.9661,2.8401,.1328
15.355,7.8701,6.9635,2.6682,.1211
15.36,7.8516,6.9577,2.6484,.1242
15.365,7.8419,6.9505,2.6231,.1282
15.37,7.836,6.9447,2.6066,.1321
15.375,7.8188,6.9402,2.6368,.1195
15.38,7.8094,6.9385,2.4889,.0836
15.385,7.7896,6.9353,2.314,.0465
15.39,7.812,6.934,2.3455,.0318
15.395,7.8029,6.9314,2.6248,.0473
15.4,7.7987,6.9304,2.7817,.0628
15.405,7.8003,6.9278,2.9027,.0615
15.41,7.7819,6.9269,2.7778,.0481
15.415,7.7854,6.9243,2.6361,.0491
15.42,7.7744,6.923,2.675,.0698
15.425,7.7566,6.9236,2.8375,.0955
15.43,7.7598,6.9152,2.9157,.1067
15.435,7.7553,6.9113,2.7509,.1004
15.44,7.7468,6.9084,2.6394,.0834
15.445,7.7575,6.9042,2.5307,.0823
15.45,7.7533,6.9009,2.6423,.0923
15.455,7.7452,6.8973,2.7136,.0832
15.46,7.7497,6.8951,2.6144,.0617
15.465,7.7475,6.8928,2.4827,.0429
15.47,7.7322,6.8886,2.6134,.0407
15.475,7.7394,6.8899,2.7178,.0473
15.48,7.7403,6.8873,2.6552,.0471
15.485,7.7264,6.8853,2.7389,.0523
15.49,7.729,6.8834,2.7509,.0517
15.495,7.7144,6.8866,2.7136,.0552
15.5,7.7011,6.8798,2.7746,.0747
15.505,7.6842,6.8772,2.845,.0904
15.51,7.6742,6.8733,2.809,.097
15.515,7.6664,6.8704,2.5904,.0894
15.52,7.6596,6.862,2.5372,.0716
15.525,7.656,6.8633,2.4798,.0632
15.53,7.6437,6.8613,2.5547,.0627
15.535,7.6453,6.8591,2.6685,.0615
15.54,7.6424,6.8588,2.6384,.0484
15.545,7.6456,6.8523,2.5988,.0358
15.55,7.6495,6.8542,2.5479,.0248
15.555,7.6242,6.8503,2.6582,.0331
15.56,7.6294,6.8523,2.7509,.0442
15.565,7.6369,6.8487,2.8103,.0462
15.57,7.6434,6.8493,2.6711,.0368
15.575,7.6382,6.8471,2.6449,.0415
15.58,7.644,6.8455,2.7529,.0549
15.585,7.6187,6.8432,2.8061,.0583
15.59,7.5931,6.8438,2.737,.0572
15.595,7.6018,6.8386,2.6468,.0546
15.6,7.6083,6.8351,2.6335,.0528
15.605,7.5989,6.8351,2.689,.0544
15.61,7.6015,6.8318,2.7227,.0653
15.615,7.5941,6.8289,2.6575,.052
15.62,7.5876,6.8289,2.5936,.0343
15.625,7.5895,6.8276,2.5395,.0269
15.63,7.596,6.8266,2.6364,.0267
15.635,7.5882,6.825,2.7289,.0316
15.64,7.5918,6.8244,2.6552,.0352
15.645,7.5934,6.8234,2.7107,.0389
15.65,7.5983,6.8266,2.7444,.0395
15.655,7.6009,6.8198,2.6935,.0373
15.66,7.5986,6.8172,2.6802,.0394
15.665,7.5937,6.8156,2.677,.0441
15.67,7.5866,6.8163,2.7256,.0533
15.675,7.5911,6.8133,2.6968,.0513
15.68,7.5814,6.812,2.6468,.041
15.685,7.5749,6.8153,2.5988,.039
15.69,7.5701,6.8088,2.6465,.0423
15.695,7.5645,6.8078,2.6792,.039
15.7,7.5626,6.8069,2.6659,.0285
15.705,7.5548,6.8065,2.5952,.0206
15.71,7.5499,6.8117,2.6462,.0212
15.715,7.535,6.8036,2.7071,.0284
15.72,7.5405,6.803,2.7448,.0429
15.725,7.5448,6.8013,2.8041,.0478
15.73,7.5444,6.8,2.796,.0411
15.735,7.5464,6.7984,2.6335,.0319
15.74,7.5522,6.7975,2.6163,.0275
15.745,7.5441,6.801,2.5823,.0266
15.75,7.5506,6.7945,2.641,.028
15.755,7.5538,6.7926,2.6601,.0259
15.76,7.5412,6.7932,2.6984,.0207
15.765,7.5509,6.7929,2.6929,.0186
15.77,7.548,6.7923,2.7052,.0146
15.775,7.5418,6.7913,2.6676,.0177
15.78,7.5195,6.7955,2.6919,.0232
15.785,7.5217,6.789,2.749,.0342
15.79,7.5075,6.7874,2.7308,.0384
15.795,7.4997,6.7867,2.675,.0352
15.8,7.5026,6.7864,2.6205,.0331
15.805,7.4942,6.7845,2.5988,.0261
15.81,7.5003,6.7835,2.6251,.0275
15.815,7.5032,6.7851,2.6708,.0256
15.82,7.4929,6.7822,2.6286,.0193
15.825,7.5075,6.7793,2.6319,.0195
15.83,7.5078,6.7809,2.6805,.0186
15.835,7.5049,6.7803,2.69,.0191
15.84,7.5081,6.7728,2.676,.023
15.845,7.5029,6.7783,2.701,.0243
15.85,7.5,6.7777,2.7081,.0248
15.855,7.4922,6.7773,2.6721,.0243
15.86,7.5036,6.7757,2.6741,.0269
15.865,7.501,6.7757,2.6669,.0269
15.87,7.5003,6.7751,2.6669,.0259
15.875,7.4971,6.7718,2.6514,.0186
15.88,7.4877,6.7734,2.6543,.0123
15.885,7.4955,6.7725,2.593,.0055
15.89,7.486,6.7731,2.6089,.0042
15.895,7.4873,6.7715,2.7133,.011
15.9,7.4809,6.7595,2.7548,.0219
15.905,7.4783,6.7712,2.7607,.0272
15.91,7.476,6.7686,2.7665,.0235
15.915,7.4773,6.7699,2.689,.0154
15.92,7.4682,6.7709,2.5803,.0109
15.925,7.4552,6.7692,2.5888,.013
15.93,7.4763,6.7686,2.6663,.0198
15.935,7.4737,6.7683,2.7195,.0217
15.94,7.462,6.7676,2.7042,.0209
15.945,7.4614,6.7676,2.6523,.0159
15.95,7.4747,6.7663,2.6494,.0122
15.955,7.4601,6.7663,2.6698,.0123
15.96,7.4617,6.765,2.6932,.0172
15.965,7.4624,6.7647,2.6796,.0188
15.97,7.4478,6.7601,2.6572,.0183
15.975,7.4543,6.7637,2.6702,.0193
15.98,7.463,6.7624,2.6945,.0195
15.985,7.4591,6.7618,2.711,.0177
15.99,7.4679,6.7605,2.689,.0169
15.995,7.475,6.7657,2.6708,.0167
16,7.4689,6.7601,2.6595,.0161
16.005,7.3956,6.7235,2.6799,.0039
16.01,7.4053,6.7232,2.6964,.0037
16.015,7.4076,6.7235,2.6621,.0041
16.02,7.404,6.7232,2.689,.0062
16.025,7.4095,6.718,2.6864,.0034
16.03,7.416,6.7219,2.7003,.0044
16.035,7.4108,6.7235,2.652,.0037
16.04,7.4108,6.7225,2.6559,.0036
16.045,7.4072,6.7219,2.7318,.0088
16.05,7.149,6.7323,2.7305,.0127
16.055,7.1033,6.7212,2.8395,.0371
16.06,7.4043,6.7206,2.9718,.0727
16.065,7.3946,6.7173,3.0195,.0939
16.07,7.3884,6.7118,2.8959,.098
16.075,7.3615,6.7086,2.7908,.1192
16.08,7.345,6.7037,2.9124,.1498
16.085,7.3313,6.6966,2.9326,.1726
16.09,7.3242,6.6898,2.869,.1966
16.095,7.3086,6.6868,2.9176,.2218
16.1,7.2875,6.6739,2.9176,.2447
16.105,7.2768,6.6661,2.8761,.2615
16.11,7.2464,6.6544,2.8946,.2819
16.115,7.2321,6.6424,2.9228,.307
16.12,7.199,6.6207,2.8807,.3211
16.125,7.1588,6.6178,2.8508,.34
16.13,7.138,6.6048,2.868,.3666
16.135,7.1111,6.5895,2.8414,.3863
16.14,7.0955,6.5762,2.8528,.4028
16.145,7.0706,6.5571,2.8644,.4179
16.15,7.0154,6.5386,2.8236,.4252
16.155,6.9755,6.5231,2.8041,.4287
16.16,6.9525,6.5039,2.8353,.4475
16.165,6.9327,6.488,2.8524,.4682
16.17,6.9019,6.4682,2.8771,.4838
16.175,6.8335,6.4501,2.7869,.4958
16.18,6.8,6.43,2.7772,.5073
16.185,6.7683,6.4099,2.7684,.5192
16.19,6.74,6.381,2.7908,.5356
16.195,6.6898,6.3667,2.7954,.5398
16.2,6.633,6.3453,2.7746,.5539
16.205,6.6035,6.3229,2.8242,.5683
16.21,6.5769,6.2983,2.8129,.5814
16.215,6.5062,6.2765,2.8447,.5694
16.22,6.4689,6.2519,2.7967,.5929
16.225,6.418,6.2266,2.7915,.6173
16.23,6.3586,6.2016,2.8106,.6347
16.235,6.3012,6.1734,2.8356,.6603
16.24,6.2506,6.1491,2.8006,.6696
16.245,6.1848,6.1212,2.8391,.6936
16.25,6.1413,6.0917,2.8327,.7045
16.255,6.0767,6.0644,2.8135,.7223
16.26,6.0164,6.0466,2.8284,.7234
16.265,5.9652,6.006,2.8275,.7289
16.27,5.9126,5.9794,2.7947,.7354
16.275,5.8523,5.9496,2.8096,.7645
16.28,5.7933,5.9159,2.7801,.7831
16.285,5.7372,5.886,2.786,.7848
16.29,5.6768,5.8516,2.855,.7961
16.295,5.6233,5.8182,2.7967,.804
16.3,5.564,5.7868,2.7435,.7823
16.305,5.4907,5.7553,2.75,.7873
16.31,5.4238,5.7219,2.7704,.817
16.315,5.3664,5.6882,2.7782,.8434
16.32,5.2844,5.6551,2.7782,.8586
16.325,5.2201,5.6168,2.7415,.8642
16.33,5.1443,5.5792,2.7272,.8676
16.335,5.0697,5.5481,2.7435,.8974
16.34,4.997,5.5121,2.7714,.8837
16.345,4.9198,5.478,2.7675,.879
16.35,4.8527,5.4407,2.8035,.9216
16.355,4.7764,5.4021,2.8116,.914
16.36,4.7093,5.3642,2.7431,.9311
16.365,4.6367,5.3265,2.7529,.9465
16.37,4.575,5.2873,2.8314,.928
16.375,4.4939,5.249,2.7811,.9259
16.38,4.43,5.2088,2.8596,.9669
16.385,4.3434,5.1686,2.8057,.9854
16.39,4.2834,5.1284,2.7655,1.0148
16.395,4.1897,5.0872,2.8067,1.0365
16.4,4.119,5.0424,2.822,1.0388
16.405,4.0266,5.0045,2.8547,1.0482
16.41,3.9617,4.9652,2.833,1.0469
16.415,3.8663,4.9175,2.7694,1.0725
16.42,3.7817,4.8754,2.8242,1.0835
16.425,3.6708,4.8283,2.8842,1.098
16.43,3.5971,4.7862,2.8035,1.0969
16.435,3.4924,4.7408,2.7581,1.075
16.44,3.42,4.6944,2.8096,1.1074
16.445,3.3143,4.6519,2.8761,1.1448
16.45,3.23,4.6006,2.81,1.1746
16.455,3.1489,4.5536,2.8054,1.194
16.46,3.0464,4.5063,2.7318,1.1783
16.465,2.9721,4.4579,2.8216,1.191
16.47,2.8696,4.406,2.8495,1.2195
16.475,2.771,4.36,2.8317,1.2374
16.48,2.6916,4.3061,2.8638,1.2335
16.485,2.6053,4.2572,2.7989,1.1997
16.49,2.4931,4.2095,2.7415,1.2251
16.495,2.3974,4.154,2.7363,1.2669
16.5,2.3037,4.1038,2.7898,1.3249
16.505,2.1989,4.0502,2.7714,1.3226
16.51,2.0906,3.998,2.8038,1.2977
16.515,1.9933,3.9422,2.4564,1.2721
16.52,1.8703,3.8936,2.0591,1.2023
16.525,1.7893,3.8488,1.8901,1.1079
16.53,1.7017,3.806,1.9252,1.0357
16.535,1.6271,3.7677,1.8593,.9424
16.54,1.5567,3.7314,1.7688,.8406
16.545,1.5068,3.698,1.7857,.775
16.55,1.4507,3.6672,1.834,.6988
16.555,1.3939,3.639,1.9641,.6146
16.56,1.3689,3.6189,1.932,.5377
16.565,1.3277,3.5991,1.9566,.4452
16.57,1.2843,3.5829,1.9132,.3743
16.575,1.2525,3.5699,1.8415,.2986
16.58,1.246,3.5592,1.8635,.232
16.585,1.2372,3.5508,1.8992,.1656
16.59,1.2356,3.5469,1.9411,.0876
16.595,1.2395,3.5449,1.9972,.0062
16.6,1.2327,3.5456,2.1305,-.0524
16.605,1.2282,3.5482,2.2281,-.0976
16.61,1.2398,3.5524,2.2949,-.1318
16.615,1.2457,3.5592,2.4561,-.1321
16.62,1.2492,3.5653,2.5742,-.1433
16.625,1.2548,3.5725,2.6711,-.1457
16.63,1.2739,3.5783,2.6102,-.1837
16.635,1.2846,3.5803,2.7756,-.1628
16.64,1.307,3.5897,2.9374,-.13
16.645,1.3086,3.5949,3.0458,-.112
16.65,1.3161,3.5997,2.9206,-.1013
16.655,1.3368,3.603,2.831,-.0819
16.66,1.3371,3.6143,2.8897,-.0511
16.665,1.3378,3.6075,2.9465,-.0171
16.67,1.3559,3.6088,2.8693,-.0145
16.675,1.3384,3.6098,2.5249,-.063
16.68,1.3352,3.6146,2.4036,-.0791
16.685,1.3449,3.6169,2.423,-.0914
16.69,1.3495,3.6192,2.46,-.1073
16.695,1.3692,3.6237,2.5249,-.1086
16.7,1.3845,3.6279,2.5612,-.1376
16.705,1.3932,3.6322,2.5479,-.1664
16.71,1.4159,3.6425,2.5164,-.1886
16.715,1.4497,3.6503,2.7551,-.1711
16.72,1.4026,3.6571,2.8875,-.1481
16.725,1.4516,3.6639,2.9549,-.1229
16.73,1.3433,3.6665,2.8693,-.1161
16.735,1.4639,3.6727,2.8006,-.0997
16.74,1.3689,3.6763,2.822,-.0655
16.745,1.3465,3.6792,2.8158,-.0443
16.75,1.4854,3.6763,2.8246,-.0312
16.755,1.4766,3.6821,2.5943,-.057
16.76,1.4873,3.6847,2.448,-.0707
16.765,1.4944,3.6873,2.4337,-.0808
16.77,1.5029,3.6918,2.4493,-.0874
16.775,1.5162,3.6967,2.5125,-.0887
16.78,1.523,3.6996,2.5644,-.1123
16.785,1.5155,3.7045,2.5897,-.1274
16.79,1.523,3.7103,2.6196,-.1407
16.795,1.5554,3.7158,2.6715,-.1486
16.8,1.5736,3.7188,2.6844,-.1468
16.805,1.5814,3.7304,2.7253,-.1458
16.81,1.5927,3.7327,2.6964,-.151
16.815,1.6028,3.7402,2.8761,-.1188
16.82,1.6041,3.7428,3.0078,-.0879
16.825,1.5963,3.7492,3.0636,-.0643
16.83,1.6057,3.7515,2.9679,-.0552
16.835,1.6028,3.7548,2.639,-.0861
16.84,1.6073,3.7564,2.5203,-.0903
16.845,1.6209,3.7622,2.5596,-.0814
16.85,1.6466,3.7638,2.6585,-.0683
16.855,1.6475,3.7668,2.7084,-.0599
16.86,1.641,3.7694,2.6958,-.0673
16.865,1.6605,3.7723,2.6384,-.0806
16.87,1.6488,3.771,2.6335,-.0897
16.875,1.6595,3.7801,2.6659,-.0882
16.88,1.689,3.783,2.689,-.0918
16.885,1.6858,3.7865,2.6951,-.0835
16.89,1.6887,3.7908,2.6854,-.077
16.895,1.689,3.7937,2.6841,-.073
16.9,1.6881,3.7966,2.6588,-.0706
16.905,1.6894,3.7992,2.6546,-.0678
16.91,1.6959,3.8024,2.7003,-.0706
16.915,1.7049,3.8076,2.7487,-.0685
16.92,1.7091,3.8083,2.749,-.0647
16.925,1.7211,3.8148,2.7071,-.0633
16.93,1.7286,3.8128,2.6653,-.0523
16.935,1.7319,3.8151,2.5881,-.0571
16.94,1.7338,3.831,2.6134,-.0532
16.945,1.7448,3.8196,2.736,-.0474
16.95,1.7494,3.8219,2.7804,-.0541
16.955,1.7636,3.8251,2.7324,-.0672
16.96,1.774,3.8264,2.5933,-.0767
16.965,1.7786,3.831,2.5683,-.0824
16.97,1.7883,3.8346,2.6737,-.0782
16.975,1.798,3.8371,2.7474,-.0733
16.98,1.7912,3.8417,2.7,-.0746
16.985,1.8139,3.8446,2.7493,-.0715
16.99,1.8087,3.8478,2.7753,-.0707
16.995,1.7964,3.8491,2.6883,-.0788
17,1.8048,3.8514,2.6413,-.0804
17.005,1.8366,3.8553,2.6896,-.0746
17.01,1.8133,3.8731,2.75,-.0631
17.015,1.8412,3.8611,2.6977,-.0545
17.02,1.8094,3.8634,2.7055,-.0518
17.025,1.8408,3.865,2.735,-.0482
17.03,1.8334,3.8696,2.7684,-.0434
17.035,1.8535,3.8693,2.7052,-.0476
17.04,1.8356,3.8702,2.6439,-.0455
17.045,1.8421,3.8777,2.6737,-.0358
17.05,1.8557,3.8738,2.6741,-.0349
17.055,1.848,3.8764,2.6212,-.0341
17.06,1.848,3.877,2.6429,-.0362
17.065,1.845,3.8787,2.6238,-.0409
17.07,1.8434,3.8842,2.6724,-.0442
17.075,1.8538,3.8832,2.6102,-.0552
17.08,1.86,3.8796,2.5755,-.0683
17.085,1.8645,3.8874,2.5103,-.079
17.09,1.8749,3.8903,2.5871,-.0791
17.095,1.8892,3.8936,2.7843,-.0575
17.1,1.8908,3.8981,2.8966,-.0502
17.105,1.8943,3.8981,2.856,-.051
17.11,1.9012,3.9014,2.783,-.0529
17.115,1.9109,3.902,2.6903,-.0584
17.12,1.9154,3.9062,2.6929,-.0484
17.125,1.9261,3.903,2.6883,-.0383
17.13,1.9287,3.9085,2.7538,-.0257
17.135,1.9336,3.9101,2.7165,-.0281
17.14,1.9365,3.9111,2.726,-.0273
17.145,1.9278,3.9137,2.6818,-.0322
17.15,1.9268,3.913,2.6955,-.0311
17.155,1.9177,3.9153,2.6676,-.0359
17.16,1.9183,3.9166,2.6261,-.0411
17.165,1.9261,3.9192,2.6121,-.043
17.17,1.929,3.9221,2.6394,-.0353
17.175,1.9333,3.9215,2.7392,-.021
17.18,1.9411,3.9218,2.7513,-.0155
17.185,1.9404,3.927,2.7633,-.0144
17.19,1.942,3.9228,2.7363,-.0228
17.195,1.9485,3.9215,2.5414,-.0374
17.2,1.9524,3.927,2.5313,-.0422
17.205,1.9589,3.9286,2.569,-.0299
17.21,1.9537,3.9306,2.6497,-.0243
17.215,1.9556,3.9296,2.7762,-.0121
17.22,1.9586,3.9319,2.795,-.0102
17.225,1.9605,3.9322,2.7817,-.015
17.23,1.9641,3.9325,2.7237,-.0168
17.235,1.9754,3.9344,2.5563,-.0359
17.24,1.9738,3.9374,2.519,-.0461
17.245,1.9686,3.937,2.5897,-.0392
17.25,1.9748,3.939,2.6342,-.0369
17.255,1.9767,3.9361,2.7574,-.0304
17.26,1.9865,3.9413,2.772,-.0328
17.265,1.9975,3.939,2.7347,-.0341
17.27,1.9881,3.9455,2.7149,-.0429
17.275,1.9936,3.9474,2.735,-.0427
17.28,1.9981,3.949,2.7149,-.0337
17.285,2.0085,3.952,2.7921,-.0212
17.29,2.0131,3.951,2.7574,-.0087
17.295,2.016,3.951,2.6754,-.0086
17.3,2.0147,3.9503,2.6604,-.0107
17.305,2.0101,3.9526,2.6854,-.0082
17.31,2.0017,3.9484,2.7159,-.0107
17.315,1.9955,3.9539,2.6909,-.0181
17.32,1.9897,3.9546,2.6089,-.0244
17.325,1.9998,3.9594,2.6231,-.0262
17.33,1.9955,3.9578,2.6692,-.0222
17.335,1.9991,3.964,2.6932,-.0099
17.34,2.0014,3.9594,2.6942,-.0087
17.345,2.0014,3.9594,2.6987,-.0134
17.35,2.0043,3.9614,2.7023,-.0178
17.355,2.0176,3.9604,2.5975,-.0288
17.36,2.0131,3.9617,2.5852,-.0328
17.365,2.0202,3.9633,2.6647,-.0228
17.37,2.0238,3.9633,2.6763,-.0186
17.375,2.0283,3.9659,2.702,-.0196
17.38,2.0358,3.9633,2.6569,-.026
17.385,2.0435,3.9685,2.6442,-.0322
17.39,2.0455,3.9701,2.6734,-.0349
17.395,2.0529,3.9717,2.7454,-.0272
17.4,2.0455,3.9734,2.7392,-.0207
17.405,2.0377,3.9747,2.7788,-.011
17.41,2.0257,3.974,2.7522,-.0014
17.415,2.027,3.9734,2.7399,.0036
17.42,2.0267,3.9743,2.6971,.0049
17.425,2.0293,3.973,2.6935,.0015
17.43,2.0348,3.9737,2.6951,-.0026
17.435,2.0371,3.974,2.6303,-.0137
17.44,2.04,3.976,2.5725,-.021
17.445,2.0439,3.976,2.6105,-.0165
17.45,2.0442,3.9808,2.639,-.0152
17.455,2.0413,3.9776,2.7091,-.0134
17.46,2.0497,3.9782,2.7513,-.0145
17.465,2.0552,3.9795,2.7023,-.0207
17.47,2.0604,3.9789,2.6601,-.0254
17.475,2.0662,3.9867,2.712,-.0149
17.48,2.0672,3.9808,2.7032,-.0068
17.485,2.0679,3.9821,2.7405,-.0005
17.49,2.064,3.9815,2.6702,.0003
17.495,2.0575,3.9805,2.5777,-.0107
17.5,2.0513,3.9825,2.5382,-.0186
17.505,2.0455,3.9841,2.5816,-.0215
17.51,2.0491,3.987,2.5819,-.0278
17.515,2.0468,3.9876,2.6948,-.0244
17.52,2.0487,3.9837,2.7311,-.0252
17.525,2.0591,3.9899,2.7363,-.0247
17.53,2.0659,3.9902,2.6929,-.0215
17.535,2.0646,3.9906,2.7652,-.0124
17.54,2.0695,3.9899,2.7477,-.0042
17.545,2.0682,3.9912,2.7727,.0002
17.55,2.0705,3.9909,2.7117,-.0001
17.555,2.0782,3.9896,2.6747,-.0027
17.56,2.0799,3.9922,2.653,-.0009
17.565,2.0841,3.9893,2.6293,-.0014
17.57,2.0857,3.9922,2.6893,-.0003
17.575,2.0886,3.9925,2.6458,-.0065
17.58,2.0902,3.9941,2.6426,-.0171
17.585,2.0808,3.9938,2.639,-.021
17.59,2.0711,4.0087,2.6559,-.0246
17.595,2.0718,3.9961,2.6741,-.0238
17.6,2.0688,3.997,2.7305,-.0178
17.605,2.0585,3.9967,2.738,-.0147
17.61,2.0711,3.9993,2.7399,-.0086
17.615,2.0766,3.9977,2.7538,.0025
17.62,2.0744,3.9987,2.7496,.0071
17.625,2.0795,3.9957,2.7065,.0034
17.63,2.0844,3.9983,2.6802,.0023
17.635,2.0841,4.0006,2.5732,-.0099
17.64,2.0841,3.999,2.5625,-.0097
17.645,2.0877,3.998,2.5923,-.0058
17.65,2.0925,3.9993,2.6604,-.0035
17.655,2.0997,3.999,2.6961,-.0079
17.66,2.1029,4.0071,2.6682,-.0136
17.665,2.111,4.0006,2.6796,-.0176
17.67,2.1029,4.0013,2.6815,-.0197
17.675,2.0984,4.0026,2.7584,-.0095
17.68,2.0951,4.0032,2.798,.0049
17.685,2.0857,4.0026,2.7545,.0054
17.69,2.0792,4.0035,2.6909,.0025
17.695,2.0802,4.0042,2.5878,-.0128
17.7,2.076,4.0039,2.5829,-.0223
17.705,2.0864,4.0107,2.6261,-.0142
17.71,2.0873,4.0058,2.6822,-.0136
17.715,2.0932,4.0058,2.7519,-.0071
17.72,2.098,4.0065,2.7623,-.0022
17.725,2.0945,4.0048,2.7626,-.0029
17.73,2.0941,4.0068,2.6935,-.0042
17.735,2.1029,4.0071,2.641,-.01
17.74,2.1074,4.0058,2.64,-.0126
17.745,2.1019,4.0077,2.6562,-.006
17.75,2.1104,4.0045,2.6945,-.0018
17.755,2.11,4.0084,2.7587,.0047
17.76,2.1068,4.0084,2.7058,.0055
17.765,2.1091,4.0068,2.6818,.0018
17.77,2.1123,4.0087,2.6624,.001
17.775,2.1126,4.0097,2.6017,-.0108
17.78,2.1048,4.0097,2.5995,-.0144
17.785,2.1061,4.011,2.6497,-.01
17.79,2.0971,4.0103,2.6925,-.0045
17.795,2.11,4.0129,2.7062,.0007
17.8,2.1055,4.011,2.7311,.0005
17.805,2.1107,4.012,2.6935,-.0014
17.81,2.1139,4.0133,2.6942,-.0061
17.815,2.1068,4.0126,2.5901,-.0097
17.82,2.1019,4.012,2.6371,-.0126
17.825,2.1068,4.0129,2.6634,-.0076
17.83,2.1048,4.0139,2.7101,-.0005
17.835,2.1269,4.0139,2.772,.0033
17.84,2.1,4.0155,2.7516,.0041
17.845,2.1029,4.0136,2.7078,.001
17.85,2.1074,4.0142,2.6909,-.0031
17.855,2.1016,4.0142,2.6286,-.0095
17.86,2.1003,4.0152,2.6037,-.0115
17.865,2.1045,4.0159,2.6543,-.0053
17.87,2.1081,4.0152,2.7107,.0002
17.875,2.1292,4.0146,2.7188,.0057
17.88,2.1152,4.0152,2.7597,.0049
17.885,2.1091,4.0139,2.7169,.0046
17.89,2.1003,4.0185,2.7114,-.0047
17.895,2.1159,4.0159,2.5823,-.0133
17.9,2.1032,4.0165,2.5758,-.015
17.905,2.123,4.0172,2.6377,-.009
17.91,2.1201,4.0185,2.6848,-.0016
17.915,2.1188,4.0181,2.774,.0037
17.92,2.1094,4.0175,2.7221,.0029
17.925,2.1535,4.0129,2.7165,.0012
17.93,2.122,4.0185,2.6728,-.0014
17.935,2.136,4.0139,2.6244,-.009
17.94,2.1645,4.0181,2.5904,-.0084
17.945,2.1152,4.0185,2.6465,-.0026
17.95,2.1094,4.0172,2.676,.0036
17.955,2.1311,4.0194,2.7107,.0033
17.96,2.1214,4.0191,2.6679,-.0006
17.965,2.1217,4.0194,2.6773,-.0058
17.97,2.1279,4.0178,2.6763,-.0092
17.975,2.1159,4.0207,2.7681,-.0013
17.98,2.1078,4.0172,2.7101,.0028
17.985,2.1327,4.0198,2.7049,.0042
17.99,2.122,4.0204,2.6621,.0034
17.995,2.1091,4.0201,2.6322,.001
18,2.1126,4.0194,2.6407,-.0009
18.005,2.1402,4.0256,2.6702,.0031
18.01,2.149,4.0314,2.7049,.0029
18.015,2.1292,4.0269,2.6799,.0054
18.02,2.1334,4.0223,2.6822,.0037
18.025,2.1253,4.0262,2.6672,.0028
18.03,2.149,4.0259,2.6828,.002
18.035,2.1431,4.0269,2.6452,.0028
18.04,2.111,4.0243,2.6945,.001
18.045,2.1493,4.0262,2.6844,-.0011
18.05,2.1512,4.0256,2.6355,-.0116
18.055,2.1554,4.0282,2.4396,-.0375
18.06,2.1564,4.0295,2.4464,-.0576
18.065,2.1457,4.035,2.5463,-.085
18.07,2.148,4.0373,2.4567,-.1148
18.075,2.1545,4.0421,2.3513,-.1412
18.08,2.1655,4.0463,2.3906,-.1611
18.085,2.1794,4.0554,2.4898,-.1782
18.09,2.1908,4.059,2.5135,-.198
18.095,2.2103,4.0703,2.5443,-.2168
18.1,2.2336,4.0794,2.6004,-.226
18.105,2.2488,4.0859,2.6449,-.2302
18.11,2.2657,4.0979,2.5897,-.2422
18.115,2.2923,4.108,2.5894,-.2391
18.12,2.3166,4.1184,2.6381,-.2368
18.125,2.3325,4.1287,2.6562,-.2433
18.13,2.3598,4.1391,2.6274,-.2519
18.135,2.377,4.1498,2.6244,-.2538
18.14,2.4016,4.1602,2.6779,-.2585
18.145,2.4282,4.1712,2.6465,-.2592
18.15,2.446,4.1829,2.5745,-.2629
18.155,2.4593,4.1939,2.6293,-.2645
18.16,2.4749,4.2049,2.6585,-.2653
18.165,2.4931,4.2147,2.6523,-.2725
18.17,2.5135,4.2254,2.6277,-.2799
18.175,2.5333,4.2371,2.6854,-.2828
18.18,2.5515,4.2487,2.6757,-.2899
18.185,2.5784,4.2572,2.6001,-.2985
18.19,2.6085,4.2744,2.6432,-.2984
18.195,2.627,4.2877,2.6614,-.3019
18.2,2.6497,4.299,2.6319,-.3094
18.205,2.6854,4.3139,2.6601,-.3111
18.21,2.7152,4.3324,2.6932,-.3124
18.215,2.7474,4.3405,2.6533,-.3194
18.22,2.7626,4.3538,2.6465,-.3228
18.225,2.785,4.3665,2.6565,-.322
18.23,2.8181,4.383,2.6419,-.3269
18.235,2.8489,4.3944,2.6705,-.3235
18.24,2.8745,4.4073,2.6569,-.3202
18.245,2.8988,4.4213,2.6361,-.3257
18.25,2.9212,4.4339,2.6407,-.3222
