Time (s),LVDT (V),Potentiometer (V),Accelerometer (V),Tachometer (V)
.005,8.3592,7.2204,2.665,.0041
.01,8.3663,7.2211,2.6741,.0046
.015,8.379,7.2198,2.6981,.0036
.02,8.3751,7.2305,2.6715,.0042
.025,8.3855,7.2211,2.6779,.0046
.03,8.3916,7.2204,2.6951,.0044
.035,8.3946,7.2211,2.6844,.002
.04,8.3871,7.2217,2.6692,.0039
.045,8.3933,7.2207,2.688,.0037
.05,8.389,7.2204,2.6802,.0039
.055,8.3819,7.2214,2.6825,.0034
.06,8.3874,7.2198,2.702,.0086
.065,8.3787,7.2275,2.7513,.0195
.07,8.3748,7.2201,2.7798,.0248
.075,8.3725,7.2168,2.7717,.0274
.08,8.3673,7.2181,2.7298,.0334
.085,8.3534,7.2129,2.713,.0382
.09,8.354,7.2142,2.7367,.0483
.095,8.3511,7.2107,2.7496,.0535
.1,8.3397,7.2107,2.7289,.0531
.105,8.353,7.2107,2.7156,.0536
.11,8.3582,7.2074,2.6319,.0468
.115,8.3472,7.2058,2.639,.0471
.12,8.355,7.2065,2.6685,.0486
.125,8.3508,7.2026,2.6384,.0405
.13,8.3504,7.2039,2.5956,.0314
.135,8.3401,7.1996,2.6338,.0321
.14,8.3397,7.199,2.7324,.042
.145,8.3436,7.197,2.7529,.0392
.15,8.3274,7.1964,2.6919,.0356
.155,8.3375,7.1941,2.6919,.0405
.16,8.3346,7.1941,2.8012,.0588
.165,8.32,7.1899,2.8544,.0768
.17,8.3141,7.1863,2.8764,.0883
.175,8.3037,7.1844,2.8476,.0999
.18,8.2885,7.1792,2.7422,.1064
.185,8.2801,7.174,2.7636,.121
.19,8.2648,7.1688,2.7013,.1229
.195,8.2398,7.1627,2.7172,.1252
.2,8.2499,7.1594,2.5236,.1004
.205,8.2369,7.1555,2.389,.0756
.21,8.2353,7.1559,2.3948,.0577
.215,8.2489,7.1497,2.5479,.0512
.22,8.2447,7.1578,2.7581,.0646
.225,8.2467,7.1474,2.7626,.0535
.23,8.2473,7.1461,2.7114,.0426
.235,8.2467,7.1448,2.6355,.0426
.24,8.2463,7.1406,2.8015,.0675
.245,8.2324,7.1396,2.9721,.1012
.25,8.2275,7.1361,2.9776,.12
.255,8.2165,7.1302,2.869,.1362
.26,8.1964,7.1257,2.7697,.1474
.265,8.1753,7.1218,2.7837,.1658
.27,8.1633,7.1127,2.7143,.1616
.275,8.1412,7.1056,2.7344,.1796
.28,8.1396,7.1004,2.5566,.159
.285,8.1176,7.0923,2.4266,.1242
.29,8.101,7.089,2.4289,.1168
.295,8.0958,7.0845,2.5816,.1214
.3,8.0971,7.0803,2.7208,.113
.305,8.09,7.0764,2.6504,.0989
.31,8.0945,7.0605,2.6549,.0954
.315,8.0945,7.0712,2.6767,.086
.32,8.091,7.0667,2.8395,.1121
.325,8.0809,7.0621,2.9579,.1399
.33,8.0777,7.056,2.9361,.1529
.335,8.0598,7.0501,2.784,.1622
.34,8.0423,7.0443,2.6857,.1694
.345,8.016,7.0375,2.7487,.1826
.35,8.007,7.0303,2.7529,.1859
.355,7.9817,7.0219,2.6906,.186
.36,7.9706,7.0164,2.5437,.1669
.365,7.9408,7.0141,2.4087,.1389
.37,8.0134,7.005,2.4204,.1338
.375,8.0287,6.9995,2.5926,.1287
.38,7.9372,6.9953,2.8246,.1422
.385,7.9213,6.9895,2.8177,.1391
.39,7.9239,6.9846,2.8028,.1352
.395,7.8973,6.9801,2.701,.1389
.4,7.8818,6.9736,2.6679,.1404
.405,7.8652,6.9671,2.8077,.1673
.41,7.8519,6.9651,2.8145,.1799
.415,7.8341,6.9538,2.7983,.1828
.42,7.8188,6.9499,2.8038,.2087
.425,7.8201,6.9379,2.8576,.228
.43,7.8072,6.9275,2.7973,.2267
.435,7.7796,6.9201,2.7321,.2354
.44,7.7815,6.909,2.568,.2213
.445,7.7627,6.9022,2.5112,.2027
.45,7.7442,6.8938,2.5232,.2009
.455,7.7309,6.886,2.6072,.204
.46,7.717,6.8789,2.6471,.1919
.465,7.6768,6.8717,2.5388,.1702
.47,7.6605,6.8652,2.5317,.1582
.475,7.6515,6.862,2.6079,.1449
.48,7.6297,6.8529,2.9047,.1754
.485,7.6099,6.8448,3.0863,.2074
.49,7.596,6.8377,2.9835,.2105
.495,7.5898,6.8292,2.7448,.2247
.5,7.5801,6.8189,2.5784,.2273
.505,7.5619,6.8098,2.6575,.2382
.51,7.5509,6.7958,2.7308,.2511
.515,7.5088,6.7906,2.8018,.2505
.52,7.5013,6.7809,2.7753,.2487
.525,7.4984,6.7705,2.6351,.2362
.53,7.4676,6.7624,2.6056,.2317
.535,7.4575,6.7498,2.6984,.2456
.54,7.4468,6.7407,2.5719,.2283
.545,7.4163,6.7313,2.4957,.2084
.55,7.4059,6.7216,2.5453,.2021
.555,7.3897,6.728,2.6595,.2016
.56,7.3446,6.707,2.7269,.2077
.565,7.3453,6.7063,2.7496,.2134
.57,7.3274,6.6911,2.7237,.2142
.575,7.3044,6.68,2.6218,.2035
.58,7.2879,6.6745,2.6407,.2131
.585,7.2853,6.6671,2.858,.2332
.59,7.259,6.6577,2.8609,.2419
.595,7.2347,6.6489,2.8502,.2555
.6,7.2175,6.6411,2.88,.2806
.605,7.1906,6.6272,2.7908,.2953
.61,7.15,6.6155,2.7152,.3
.615,7.1377,6.6038,2.7885,.3195
.62,7.1189,6.5941,2.6614,.3071
.625,7.1143,6.5798,2.4749,.2782
.63,7.1014,6.5678,2.5326,.2879
.635,7.0796,6.5561,2.6825,.2879
.64,7.0482,6.5445,2.7597,.2863
.645,7.0238,6.5351,2.688,.2837
.65,7.0021,6.5231,2.7211,.2783
.655,6.9781,6.5104,2.664,.2686
.66,6.9671,6.5033,2.6079,.2663
.665,6.9476,6.487,2.7318,.2701
.67,6.9249,6.4773,2.7454,.2759
.675,6.9077,6.4689,2.6471,.2772
.68,6.8769,6.4579,2.7879,.2997
.685,6.8458,6.4472,2.87,.3224
.69,6.8085,6.4339,2.798,.3159
.695,6.7845,6.4206,2.7026,.3201
.7,6.7715,6.4082,2.5631,.3117
.705,6.7378,6.3946,2.5609,.2937
.71,6.7147,6.3865,2.6192,.2999
.715,6.6748,6.3719,2.7204,.3005
.72,6.6538,6.3599,2.7305,.3008
.725,6.6281,6.3482,2.7344,.3101
.73,6.6265,6.3353,2.6971,.3107
.735,6.6006,6.3262,2.6647,.2992
.74,6.5856,6.3122,2.7967,.3161
.745,6.5636,6.2996,2.9176,.33
.75,6.5269,6.2869,2.8006,.3295
.755,6.5065,6.2678,2.7042,.3342
.76,6.4728,6.2574,2.7613,.3638
.765,6.4517,6.2425,2.8002,.3777
.77,6.4001,6.2259,2.8388,.3873
.775,6.3719,6.2126,2.786,.3912
.78,6.333,6.1948,2.4087,.3551
.785,6.2996,6.1812,2.3354,.3306
.79,6.2843,6.1679,2.555,.3442
.795,6.2584,6.1552,2.7091,.3418
.8,6.2227,6.1364,2.7548,.3314
.805,6.1981,6.1277,2.7078,.3476
.81,6.1698,6.1134,2.6935,.3373
.815,6.151,6.0991,2.6351,.3301
.82,6.1306,6.0868,2.8018,.3496
.825,6.1069,6.0719,2.8631,.3577
.83,6.0813,6.0589,2.7308,.3586
.835,6.0602,6.0433,2.7509,.3841
.84,6.0326,6.0271,2.8499,.3946
.845,6.0031,6.0177,2.7931,.4002
.85,5.9629,5.997,2.724,.4035
.855,5.9324,5.9788,2.7363,.4124
.86,5.9068,5.9661,2.5385,.3955
.865,5.8575,5.9496,2.4584,.364
.87,5.8322,5.9366,2.6082,.3701
.875,5.791,5.9217,2.6575,.3666
.88,5.7728,5.9061,2.7418,.3747
.885,5.7362,5.8915,2.8038,.3947
.89,5.7012,5.8688,2.808,.3931
.895,5.6671,5.8568,2.6728,.3858
.9,5.6376,5.8409,2.8048,.3998
.905,5.6162,5.8247,2.845,.404
.91,5.5789,5.8079,2.7967,.4098
.915,5.5604,5.792,2.8113,.4221
.92,5.5351,5.7741,2.6024,.3946
.925,5.4932,5.7576,2.4921,.3923
.93,5.4654,5.7417,2.6835,.4137
.935,5.4336,5.7242,2.7571,.4117
.94,5.4021,5.7093,2.605,.3938
.945,5.3674,5.693,2.6053,.3928
.95,5.3324,5.6778,2.7058,.3923
.955,5.2915,5.6645,2.6251,.3878
.96,5.2613,5.646,2.7597,.4109
.965,5.2195,5.6301,2.8735,.4359
.97,5.2039,5.6116,2.7444,.436
.975,5.1488,5.5935,2.6938,.4409
.98,5.1164,5.575,2.7221,.4457
.985,5.0875,5.561,2.7123,.4431
.99,5.046,5.5406,2.6861,.4415
.995,5.022,5.5234,2.7334,.4396
1,4.9882,5.5052,2.64,.4316
1.005,4.9672,5.4884,2.5923,.4257
1.01,4.935,5.4712,2.6235,.4284
1.015,4.8997,5.455,2.6329,.4111
1.02,4.8702,5.4375,2.4473,.3837
1.025,4.8416,5.4219,2.4619,.3671
1.03,4.8086,5.4073,2.5401,.3475
1.035,4.7888,5.3927,2.6059,.3418
1.04,4.7521,5.3801,2.8113,.3601
1.045,4.7161,5.3625,2.8583,.3717
1.05,4.6759,5.3535,2.6848,.3603
1.055,4.6405,5.3402,2.6377,.3645
1.06,4.6409,5.32,2.8116,.3821
1.065,4.5977,5.3055,2.9562,.4028
1.07,4.5608,5.2886,2.9134,.4093
1.075,4.5251,5.2701,2.8006,.4064
1.08,4.4936,5.2526,2.5959,.404
1.085,4.4673,5.2341,2.5258,.3968
1.09,4.4453,5.2279,2.677,.4163
1.095,4.418,5.201,2.7191,.4189
1.1,4.3765,5.1854,2.4639,.3826
1.105,4.3418,5.1705,2.3533,.3444
1.11,4.2951,5.1559,2.3893,.3303
1.115,4.2607,5.1426,2.434,.3063
1.12,4.2779,5.1332,2.6416,.3091
1.125,4.2633,5.1199,2.7487,.3238
1.13,4.2247,5.1092,2.688,.2979
1.135,4.1965,5.0966,2.5479,.2866
1.14,4.1738,5.0826,2.8048,.319
1.145,4.156,5.0706,3.0007,.3394
1.15,4.132,5.0564,2.9293,.3513
1.155,4.1047,5.0444,2.7808,.3734
1.16,4.0506,5.0272,2.6264,.3705
1.165,4.0094,5.0135,2.5768,.3671
1.17,3.9812,4.9976,2.6945,.3818
1.175,3.9682,4.9818,2.7801,.374
1.18,3.9487,4.9788,2.4963,.3316
1.185,3.9231,4.9548,2.3059,.3057
1.19,3.9017,4.9451,2.41,.295
1.195,3.8624,4.9305,2.6001,.2864
1.2,3.8384,4.9195,2.7633,.294
1.205,3.8284,4.9081,2.7723,.2944
1.21,3.8238,4.8961,2.6484,.277
1.215,3.7989,4.8854,2.5537,.2723
1.22,3.781,4.8737,2.7529,.2944
1.225,3.7554,4.8624,2.906,.3101
1.23,3.7278,4.8491,2.8839,.3165
1.235,3.7009,4.8374,2.786,.3269
1.24,3.6675,4.8228,2.5391,.3183
1.245,3.639,4.8176,2.5138,.3122
1.25,3.6195,4.7975,2.6659,.3233
1.255,3.5923,4.7846,2.7457,.3219
1.26,3.5572,4.7719,2.603,.2887
1.265,3.5255,4.7589,2.5446,.2694
1.27,3.5057,4.7486,2.5573,.2688
1.275,3.4956,4.7378,2.6066,.256
1.28,3.482,4.7275,2.6611,.2589
1.285,3.4658,4.7168,2.7107,.2681
1.29,3.4489,4.7038,2.6527,.2552
1.295,3.4285,4.6954,2.6192,.2474
1.3,3.3983,4.685,2.6465,.2513
1.305,3.3782,4.6749,2.6332,.2476
1.31,3.3678,4.6658,2.6413,.2523
1.315,3.3477,4.6548,2.7123,.2584
1.32,3.3357,4.6441,2.855,.2706
1.325,3.3175,4.6331,2.9011,.29
1.33,3.2897,4.6214,2.7662,.2872
1.335,3.2592,4.6084,2.627,.2837
1.34,3.2151,4.5974,2.4185,.2772
1.345,3.1885,4.588,2.4551,.2558
1.35,3.1771,4.5766,2.6163,.2561
1.355,3.156,4.5682,2.7577,.261
1.36,3.1515,4.5575,2.7843,.245
1.365,3.133,4.5478,2.5956,.2309
1.37,3.1145,4.5387,2.5103,.2299
1.375,3.1015,4.5303,2.5622,.2116
1.38,3.0808,4.5283,2.5878,.2094
1.385,3.0636,4.514,2.6504,.2102
1.39,3.0519,4.505,2.7457,.2014
1.395,3.0441,4.4982,2.7237,.203
1.4,3.0292,4.4871,2.8171,.222
1.405,3.0101,4.4797,2.8174,.227
1.41,3.0033,4.4706,2.6818,.2315
1.415,2.9906,4.4609,2.6718,.2413
1.42,2.9549,4.4515,2.6724,.246
1.425,2.93,4.4326,2.7431,.2451
1.43,2.8988,4.4304,2.7727,.244
1.435,2.8726,4.4197,2.6945,.2434
1.44,2.8567,4.4135,2.5106,.228
1.445,2.8359,4.4073,2.4178,.2123
1.45,2.8239,4.3957,2.4412,.2037
1.455,2.8187,4.3882,2.5823,.1894
1.46,2.8067,4.3814,2.6608,.1757
1.465,2.7996,4.3736,2.6608,.1616
1.47,2.783,4.3756,2.6744,.1598
1.475,2.7769,4.3623,2.6199,.1522
1.48,2.7652,4.3548,2.797,.1763
1.485,2.7506,4.3473,2.8859,.2056
1.49,2.7425,4.3357,2.8424,.2103
1.495,2.7224,4.3279,2.7616,.2079
1.5,2.7055,4.3214,2.555,.1982
1.505,2.687,4.313,2.5605,.1836
1.51,2.6721,4.3065,2.604,.1817
1.515,2.651,4.298,2.6698,.1933
1.52,2.6351,4.2909,2.6426,.1841
1.525,2.617,4.2828,2.5664,.1655
1.53,2.6027,4.276,2.5161,.149
1.535,2.5926,4.2731,2.5521,.1384
1.54,2.5871,4.2646,2.6669,.1302
1.545,2.5706,4.2598,2.675,.1244
1.55,2.5755,4.2549,2.6737,.1198
1.555,2.5537,4.2494,2.6663,.1255
1.56,2.5492,4.2487,2.7918,.1438
1.565,2.533,4.238,2.8018,.1597
1.57,2.5275,4.2315,2.772,.164
1.575,2.52,4.2247,2.7032,.1645
1.58,2.5099,4.2147,2.6358,.1569
1.585,2.5057,4.2121,2.6426,.1524
1.59,2.4953,4.2053,2.702,.1519
1.595,2.4726,4.2004,2.7211,.1574
1.6,2.4548,4.1955,2.52,.144
1.605,2.4441,4.1884,2.4412,.1258
1.61,2.4165,4.1839,2.484,.1156
1.615,2.4159,4.179,2.6397,.1066
1.62,2.4052,4.1761,2.7555,.1033
1.625,2.3971,4.1686,2.7409,.0989
1.63,2.387,4.1673,2.6964,.0976
1.635,2.386,4.1641,2.652,.098
1.64,2.3792,4.1589,2.7516,.1156
1.645,2.3711,4.1566,2.8281,.1397
1.65,2.3611,4.1485,2.8184,.1457
1.655,2.3565,4.1427,2.7195,.1451
1.66,2.3494,4.1365,2.5187,.1294
1.665,2.3449,4.1316,2.4999,.1195
1.67,2.339,4.1209,2.5891,.1069
1.675,2.329,4.1226,2.6465,.1112
1.68,2.3218,4.12,2.7928,.1172
1.685,2.3241,4.1151,2.6977,.0994
1.69,2.2985,4.1128,2.5054,.0912
1.695,2.2832,4.1067,2.4665,.0802
1.7,2.2751,4.1034,2.5638,.0724
1.705,2.2592,4.1012,2.6844,.0748
1.71,2.2631,4.0982,2.7152,.0612
1.715,2.2563,4.1015,2.711,.0628
1.72,2.2456,4.0934,2.8359,.084
1.725,2.2524,4.0882,2.7603,.0894
1.73,2.2404,4.0872,2.6685,.096
1.735,2.2411,4.082,2.5972,.0874
1.74,2.2326,4.0794,2.5265,.0705
1.745,2.23,4.0781,2.5794,.0683
1.75,2.2346,4.0739,2.7143,.0654
1.755,2.2281,4.0703,2.7201,.0671
1.76,2.2278,4.072,2.747,.0769
1.765,2.22,4.0671,2.6552,.0743
1.77,2.2164,4.0603,2.5933,.0687
1.775,2.2099,4.0603,2.5894,.0586
1.78,2.195,4.0609,2.6261,.0507
1.785,2.1794,4.057,2.738,.0504
1.79,2.1749,4.0554,2.7568,.051
1.795,2.1694,4.0538,2.6481,.0467
1.8,2.1694,4.0509,2.5524,.0496
1.805,2.1704,4.0574,2.6189,.0612
1.81,2.1678,4.048,2.6591,.0594
1.815,2.1713,4.045,2.6679,.0429
1.82,2.1619,4.0421,2.6137,.0263
1.825,2.1648,4.0399,2.6264,.0164
1.83,2.1674,4.0431,2.6569,.0162
1.835,2.1674,4.0434,2.6676,.0224
1.84,2.1661,4.0418,2.7315,.0399
1.845,2.1694,4.0418,2.7467,.0479
1.85,2.1687,4.0379,2.7149,.0481
1.855,2.1687,4.0369,2.6598,.0403
1.86,2.1665,4.0363,2.6085,.0259
1.865,2.1554,4.034,2.6598,.0246
1.87,2.148,4.0334,2.6744,.0263
1.875,2.1379,4.0324,2.7062,.0322
1.88,2.1262,4.0314,2.7454,.0436
1.885,2.1376,4.0321,2.6403,.0358
1.89,2.1282,4.0285,2.5904,.0309
1.895,2.1243,4.0269,2.6037,.0217
1.9,2.125,4.0262,2.5291,.0036
1.905,2.1272,4.0266,2.6176,-.0043
1.91,2.1363,4.0262,2.7337,
1.915,2.1292,4.0275,2.736,.0078
1.92,2.1308,4.0266,2.7671,.0177
1.925,2.1408,4.0266,2.664,.0151
1.93,2.1311,4.0259,2.5686,.0052
1.935,2.1431,4.0243,2.6004,-.0018
1.94,2.1515,4.0236,2.6484,-.0076
1.945,2.1451,4.0262,2.7068,-.0035
1.95,2.1512,4.0259,2.8012,.0041
1.955,2.1399,4.0272,2.761,.0127
1.96,2.1269,4.0223,2.7522,.0186
1.965,2.1207,4.0256,2.6669,.0143
1.97,2.1207,4.0266,2.5819,.0101
1.975,2.1136,4.0243,2.6277,.0021
1.98,2.1327,4.0266,2.5881,-.0084
1.985,2.1337,4.0256,2.6685,-.0058
1.99,2.134,4.0256,2.7681,.0021
1.995,2.1376,4.0262,2.7529,.0094
2,2.1421,4.0253,2.7237,.0157
2.005,2.1451,4.0366,2.6754,.0025
2.01,2.1162,4.0386,2.69,.0026
2.015,2.0844,4.0392,2.6718,.0025
2.02,2.0637,4.0392,2.6854,.0023
2.025,2.1743,4.0382,2.675,.0028
2.03,2.1743,4.0395,2.6721,.0029
2.035,2.1684,4.0373,2.7016,.0037
2.04,2.1587,4.0418,2.6763,.0026
2.045,2.1412,4.0382,2.6507,.0029
2.05,2.1564,4.0379,2.6955,-.0001
2.055,2.1395,4.0382,2.6682,.0025
2.06,2.1632,4.0444,2.6741,.0018
2.065,2.1467,4.0382,2.651,.0025
2.07,2.1684,4.0386,2.6955,.0018
2.075,2.1444,4.0379,2.6831,-.0018
2.08,2.1622,4.0412,2.6536,-.0074
2.085,2.1603,4.0392,2.6144,-.012
2.09,2.161,4.0405,2.5858,-.0257
2.095,2.1593,4.0428,2.5223,-.0455
2.1,2.1759,4.0444,2.4908,-.0657
2.105,2.1866,4.0421,2.4357,-.0787
2.11,2.171,4.0499,2.5667,-.0793
2.115,2.1814,4.0532,2.6724,-.0791
2.12,2.1901,4.0567,2.7133,-.0898
2.125,2.1947,4.0609,2.5926,-.108
2.13,2.1989,4.0652,2.5897,-.1117
2.135,2.2171,4.0694,2.676,-.0994
2.14,2.2446,4.0733,2.7295,-.0948
2.145,2.2417,4.0762,2.7315,-.0936
2.15,2.256,4.0807,2.6857,-.0916
2.155,2.2583,4.0859,2.6634,-.0948
2.16,2.2709,4.0882,2.6617,-.0947
2.165,2.2725,4.0921,2.665,-.1026
2.17,2.269,4.1125,2.593,-.114
2.175,2.267,4.1025,2.531,-.1301
2.18,2.3066,4.1076,2.4817,-.148
2.185,2.2972,4.1148,2.5385,-.1491
2.19,2.3131,4.1196,2.6312,-.1501
2.195,2.3238,4.1284,2.6452,-.1625
2.2,2.3397,4.1346,2.6659,-.1693
2.205,2.3695,4.143,2.6598,-.18
2.21,2.3766,4.1501,2.6802,-.1766
2.215,2.4003,4.1479,2.6857,-.175
2.22,2.4139,4.1641,2.7065,-.1716
2.225,2.4266,4.1725,2.6692,-.1653
2.23,2.4331,4.1787,2.7506,-.1523
2.235,2.4207,4.1813,2.7798,-.1434
2.24,2.4532,4.1913,2.8233,-.1369
2.245,2.4752,4.1972,2.7159,-.1416
2.25,2.4775,4.203,2.5262,-.1732
2.255,2.4928,4.2105,2.4217,-.1802
2.26,2.4963,4.2176,2.4808,-.186
2.265,2.5093,4.2247,2.6072,-.1866
2.27,2.5177,4.2328,2.6565,-.1954
2.275,2.5343,4.2416,2.5541,-.2198
2.28,2.5515,4.2539,2.5301,-.2364
2.285,2.5768,4.2611,2.5589,-.2423
2.29,2.5978,4.2708,2.6741,-.2456
2.295,2.6261,4.2802,2.6968,-.247
2.3,2.6394,4.2938,2.6964,-.2483
2.305,2.6601,4.3029,2.6377,-.2514
2.31,2.6906,4.3139,2.6614,-.2365
2.315,2.7094,4.3227,2.8067,-.2195
2.32,2.7295,4.3324,2.8729,-.2153
2.325,2.7555,4.3457,2.6854,-.2286
2.33,2.76,4.3519,2.5845,-.2431
2.335,2.7811,4.3623,2.5693,-.2381
2.34,2.8002,4.3717,2.6488,-.2388
2.345,2.8096,4.385,2.6442,-.2347
2.35,2.8207,4.3918,2.6822,-.2338
2.355,2.8414,4.4015,2.6601,-.2396
2.36,2.8495,4.4116,2.6092,-.2495
2.365,2.8674,4.4219,2.5988,-.2576
2.37,2.8962,4.4313,2.6189,-.2629
2.375,2.917,4.4433,2.6964,-.2661
2.38,2.9439,4.4547,2.6293,-.275
2.385,2.9643,4.4657,2.5936,-.2807
2.39,3.0029,4.4758,2.6432,-.2848
2.395,3.0243,4.4881,2.6468,-.2828
2.4,3.0487,4.5001,2.6196,-.2959
2.405,3.0646,4.5124,2.6789,-.2992
2.41,3.0882,4.5218,2.6731,-.3068
2.415,3.1187,4.5384,2.6342,-.3139
2.42,3.1456,4.5484,2.6621,-.3102
2.425,3.18,4.5611,2.6335,-.3071
2.43,3.1969,4.5744,2.6283,-.3139
2.435,3.2199,4.5851,2.617,-.3222
2.44,3.23,4.5994,2.6179,-.3236
2.445,3.2433,4.6133,2.6215,-.3364
2.45,3.2679,4.6276,2.6582,-.3382
2.455,3.2965,4.6418,2.6309,-.3362
2.46,3.3386,4.6529,2.629,-.344
2.465,3.3643,4.671,2.6458,-.3379
2.47,3.3827,4.684,2.6416,-.3346
2.475,3.4136,4.696,2.665,-.3414
2.48,3.4457,4.7119,2.6802,-.3434
2.485,3.4787,4.7271,2.628,-.345
2.49,3.519,4.7417,2.6309,-.3596
2.495,3.5533,4.7554,2.6423,-.3621
2.5,3.5673,4.7719,2.6274,-.3558
2.505,3.5997,4.7816,2.6517,-.372
2.51,3.6328,4.8024,2.6572,-.3738
2.515,3.6798,4.818,2.6536,-.3698
2.52,3.6912,4.8332,2.6818,-.3832
2.525,3.7288,4.8494,2.6711,-.383
2.53,3.7327,4.8643,2.665,-.38
2.535,3.7564,4.8796,2.6458,-.3976
2.54,3.7836,4.8932,2.6423,-.3952
2.545,3.8371,4.9114,2.6718,-.3798
2.55,3.8466,4.926,2.6384,-.3898
2.555,3.8864,4.9432,2.6475,-.3911
2.56,3.9117,4.9613,2.6491,-.3958
2.565,3.9497,4.9779,2.6306,-.417
2.57,4.0058,4.9947,2.6591,-.4167
2.575,4.0441,5.0113,2.6514,-.4253
2.58,4.0567,5.0281,2.6043,-.4332
2.585,4.0963,5.0489,2.6254,-.4345
2.59,4.1378,5.0632,2.5991,-.4458
2.595,4.1952,5.0917,2.6491,-.4426
2.6,4.2215,5.0992,2.627,-.4473
2.605,4.2559,5.117,2.6173,-.4569
2.61,4.2844,5.1374,2.616,-.4586
2.615,4.323,5.1527,2.6085,-.4646
2.62,4.3613,5.1738,2.6021,-.4805
2.625,4.3765,5.1929,2.5878,-.4693
2.63,4.4116,5.2104,2.6147,-.4685
2.635,4.4563,5.2328,2.6348,-.4823
2.64,4.502,5.2461,2.628,-.4854
2.645,4.5196,5.2737,2.6066,-.4951
2.65,4.5708,5.2951,2.6228,-.5108
2.655,4.6169,5.3168,2.5972,-.5169
2.66,4.6668,5.3359,2.6166,-.5305
2.665,4.7103,5.3603,2.6251,-.5399
2.67,4.7479,5.3823,2.6267,-.5388
2.675,4.8024,5.4037,2.6306,-.5449
2.68,4.8507,5.4281,2.6578,-.5401
2.685,4.8948,5.4449,2.5995,-.5483
2.69,4.9425,5.4744,2.5933,-.5605
2.695,4.9863,5.4975,2.6186,-.5875
2.7,5.032,5.5205,2.6192,-.5966
2.705,5.0661,5.5468,2.6261,-.6053
2.71,5.1105,5.5685,2.6024,-.6113
2.715,5.1517,5.5941,2.5667,-.612
2.72,5.2052,5.621,2.5547,-.6257
2.725,5.2519,5.646,2.557,-.634
2.73,5.2931,5.6716,2.6134,-.6328
2.735,5.3538,5.6976,2.6296,-.6494
2.74,5.4044,5.7245,2.5485,-.649
2.745,5.4663,5.7501,2.531,-.6609
2.75,5.5192,5.7793,2.5576,-.6777
2.755,5.5763,5.8049,2.5635,-.6761
2.76,5.6418,5.8338,2.6254,-.6976
2.765,5.6999,5.863,2.6069,-.718
2.77,5.7625,5.8925,2.6046,-.7277
2.775,5.8267,5.9269,2.6222,-.7314
2.78,5.8818,5.9545,2.6283,-.7227
2.785,5.9347,5.9824,2.5849,-.7402
2.79,5.9966,6.0129,2.5787,-.7606
2.795,6.042,6.0437,2.5719,-.7816
2.8,6.102,6.0735,2.5907,-.7858
2.805,6.1591,6.1053,2.6857,-.7787
2.81,6.2198,6.1377,2.9595,-.7412
2.815,6.2921,6.1682,3.146,-.6861
2.82,6.3411,6.1932,3.1946,-.6298
2.825,6.3787,6.2182,3.2099,-.5663
2.83,6.4154,6.2409,3.2498,-.5189
2.835,6.464,6.2613,3.2342,-.4669
2.84,6.5029,6.2775,3.2767,-.3937
2.845,6.5146,6.2934,3.4106,-.322
2.85,6.5419,6.309,2.7055,-.3704
2.855,6.5866,6.3242,2.1558,-.3968
2.86,6.6265,6.3359,2.5005,-.3477
2.865,6.659,6.3502,3.1106,-.31
2.87,6.6865,6.3641,2.7594,-.3638
2.875,6.7219,6.3797,2.2122,-.4141
2.88,6.7491,6.3949,2.3929,-.4063
2.885,6.7871,6.4079,2.711,-.4144
2.89,6.8309,6.4287,2.6844,-.4217
2.895,6.8643,6.4459,2.6656,-.4122
2.9,6.8821,6.4617,2.7759,-.4046
2.905,6.9094,6.4757,2.8151,-.3981
2.91,6.9298,6.4922,3.0338,-.3417
2.915,6.9648,6.5052,3.3137,-.2825
2.92,7.0011,6.5133,3.2099,-.2665
2.925,7.0099,6.5266,2.8751,-.2341
2.93,7.0005,6.5227,2.7146,-.2253
2.935,7.0209,6.5435,2.8164,-.2066
2.94,7.0397,6.5532,2.7765,-.1857
2.945,7.0521,6.5594,2.8528,-.1596
2.95,7.0783,6.5668,2.5372,-.1993
2.955,7.0981,6.5756,2.2317,-.2372
2.96,7.1208,6.5844,2.3744,-.2325
2.965,7.1695,6.5941,2.6705,-.2431
2.97,7.1766,6.6045,2.7415,-.2606
2.975,7.188,6.6158,2.5596,-.2857
2.98,7.2039,6.6265,2.617,-.2917
2.985,7.2301,6.6401,2.5576,-.293
2.99,7.235,6.6489,2.8833,-.2427
2.995,7.2538,6.6544,3.2189,-.1978
3,7.2969,6.6654,3.1184,-.1845
3.005,7.3128,6.6726,2.8268,-.1752
3.01,7.3907,6.6774,2.8096,-.153
3.015,7.3962,6.6855,2.918,-.1222
3.02,7.3378,6.6878,2.8842,-.1016
3.025,7.345,6.6914,2.8846,-.0798
3.03,7.3475,6.7005,2.6656,-.0903
3.035,7.3511,6.6988,2.4833,-.112
3.04,7.3508,6.7044,2.4814,-.1057
3.045,7.3693,6.7079,2.7172,-.1052
3.05,7.381,6.716,2.5411,-.1426
3.055,7.391,6.719,2.3624,-.1813
3.06,7.3923,6.7297,2.4191,-.1826
3.065,7.4066,6.7345,2.6329,-.1841
3.07,7.417,6.7417,3.0214,-.1387
3.075,7.4147,6.7478,3.1411,-.1034
3.08,7.4653,6.7524,3.011,-.1016
3.085,7.4783,6.7537,2.7101,-.1067
