Time (s),LVDT (V),Potentiometer (V),Accelerometer (V),Tachometer (V),Position (mm),Velocity (mm/s)
31.06,1.185,3.5144,2.6089,.4384,197.280178924132,99.8605785988104
31.065,1.1497,3.5057,2.6066,.4138,197.534535842919,50.8713837574078
31.07,1.1114,3.4813,2.6685,.4061,198.241082839549,141.309399326127
31.075,1.1078,3.4654,2.6527,.3917,198.702712908098,92.326013709777
31.08,1.0718,3.4512,2.6669,.3954,199.117230161496,82.9034506796688
31.085,1.0449,3.4353,2.6462,.3781,199.578860230045,92.326013709777
31.09,.9917,3.4213,2.5638,.3641,199.983966538864,81.0212617636751
31.095,.9599,3.4119,2.5531,.3491,200.257174392936,54.6415708144593
31.1,.7848,3.3954,2.506,.3243,200.737626350645,96.0903915417646
31.105,.9015,3.3827,2.4801,.2892,201.105030788893,73.480887649589
31.11,.9009,3.372,2.1214,.2228,201.415940513535,62.1819449285511
31.115,.8915,3.3681,2.0769,.1433,201.528988032996,22.6095038921812
31.12,.8779,3.3604,2.0782,.0915,201.755083071918,45.2190077843568
31.125,.875,3.3597,2.1645,.0387,201.773934007203,3.77018705704586
31.13,.8685,3.3656,2.4237,.0052,201.604333681887,-33.9200650633188
31.135,.8672,3.36,2.5297,-.0115,201.764494016498,32.0320669222781
31.14,.8652,3.3584,2.6108,-.0409,201.811606831649,9.42256303008548
31.145,.8698,3.3594,2.617,-.0615,201.783344951783,-5.65237597304531
31.15,.886,3.3636,2.832,-.0545,201.660857441617,-24.4975020332276
31.155,.8811,3.3652,2.8353,-.0416,201.613773672592,-9.41675380504421
31.16,.885,3.3626,2.8524,-.0285,201.689119321482,15.0691297780838
31.165,.8795,3.3688,2.807,-.0158,201.510137097711,-35.7964447542656
31.17,.875,3.3685,2.8385,.0088,201.519548042291,1.88218891600513
31.175,.8782,3.3681,2.8067,.0216,201.528988032996,1.88799814104641
31.18,.8694,3.3685,2.798,.0284,201.519548042291,-1.88799814104641
31.185,.8685,3.3672,2.7853,.0243,201.557249912862,7.54037411408604
31.19,.8795,3.3646,2.5641,-.0048,201.632595561752,15.0691297780895
31.195,.8964,3.3672,2.6076,-.0179,201.557249912862,-15.0691297780895
31.2,.8733,3.3672,2.6744,-.0092,201.557249912862,0
31.205,.8772,3.3672,2.6776,-.0061,201.557249912862,0
31.21,.8921,3.3675,2.8074,.0039,201.547809922156,-1.88799814104073
31.215,.8905,3.3681,2.8158,.0084,201.528988032996,-3.7643778319989
31.22,.8957,3.3694,2.7963,.0037,201.491286162426,-7.5403741140974
31.225,.8951,3.3656,2.8113,.0002,201.604333681887,22.6095038921812
31.23,.9058,3.3678,2.747,-.0027,201.538398977576,-13.1869408620901
31.235,.9077,3.3688,2.7425,-.0039,201.510137097711,-5.65237597304531
31.24,.9071,3.3678,2.7081,.0003,201.538398977576,5.65237597304531
31.245,.9019,3.3688,2.6705,.0042,201.510137097711,-5.65237597304531
31.25,.8983,3.3694,2.6874,.0067,201.491286162426,-3.77018705704586
31.255,.8967,3.3681,2.7146,.005,201.528988032996,7.5403741140974
31.26,.8769,3.3685,2.7295,.0033,201.519548042291,-1.88799814104641
31.265,.9223,3.3685,2.7581,-.0016,201.519548042291,0
31.27,.9028,3.3688,2.7837,-.0037,201.510137097711,-1.88218891600513
31.275,.9035,3.3678,2.7474,-.0014,201.538398977576,5.65237597304531
31.28,.9058,3.3694,2.7405,.005,201.491286162426,-9.42256303009117
31.285,.8912,3.3704,2.6523,.0041,201.463024282561,-5.65237597304531
31.29,.8928,3.3714,2.7036,.007,201.434762402695,-5.65237597304531
31.295,.8798,3.3691,2.6997,.0065,201.500726153131,13.1927500871427
31.3,.8753,3.3688,2.7483,.0037,201.510137097711,1.88218891599377
31.305,.8762,3.3717,2.7642,.0033,201.425351458115,-16.9571279191359
31.31,.8711,3.3691,2.7101,,201.500726153131,15.0749390031422
31.315,.8808,3.3701,2.7146,.0023,201.472464273266,-5.65237597304531
31.32,.8691,3.3704,2.7172,.0033,201.463024282561,-1.88799814105209
31.325,.8925,3.3698,2.7016,.0031,201.481875217846,3.77018705704586
31.33,.8717,3.3694,2.7318,.0044,201.491286162426,1.88218891599945
31.335,.9437,3.374,2.7282,.0037,201.359416753805,-26.3738817241801
31.34,.886,3.3694,2.7448,.0013,201.491286162426,26.3738817241801
31.345,.8931,3.3688,2.7428,-.0042,201.510137097711,3.77018705704586
31.35,.8701,3.3678,2.7334,-.005,201.538398977576,5.65237597304531
31.355,.8808,3.3681,2.7571,-.0045,201.528988032996,-1.88218891599377
31.36,.9116,3.3704,2.7282,-.0031,201.463024282561,-13.1927500871427
31.365,.8886,3.3701,2.7295,,201.472464273266,1.88799814105209
31.37,.8788,3.3662,2.7435,.0015,201.585511792727,22.6095038921756
31.375,.8993,3.3711,2.7318,.0008,201.444202393401,-28.2618798652209
31.38,.8912,3.3717,2.7308,.0008,201.425351458115,-3.77018705705154
31.385,.8772,3.3756,2.7282,-.0029,201.312303938655,-22.6095038921756
31.39,.886,3.3714,2.7986,-.0016,201.434762402695,24.491692808175
31.395,.8973,3.3727,2.7704,.0041,201.39708957825,-7.53456488904476
31.4,.8964,3.3717,2.7704,.0036,201.425351458115,5.65237597304531
31.405,.8853,3.3701,2.7101,.0026,201.472464273266,9.42256303009685
31.41,.8934,3.3711,2.6578,-.004,201.444202393401,-5.65237597304531
31.415,.8954,3.3694,2.6715,-.0003,201.491286162426,9.41675380503852
31.42,.9181,3.3714,2.6964,.0012,201.434762402695,-11.3047519460906
31.425,.885,3.372,2.6932,-.0005,201.415940513535,-3.76437783199322
31.43,.9038,3.3707,2.7538,,201.453613337981,7.53456488903908
31.435,.8925,3.3646,2.736,.0008,201.632595561752,35.7964447542713
31.44,.898,3.374,2.7461,.0023,201.359416753805,-54.6357615894067
31.445,.9058,3.3717,2.7165,.0031,201.425351458115,13.1869408620901
31.45,.885,3.3766,2.726,.0025,201.284042058789,-28.2618798652209
31.455,.8795,3.372,2.7156,.0008,201.415940513535,26.3796909492271
31.46,.9025,3.372,2.7123,-.0003,201.415940513535,0
31.465,.8905,3.3707,2.7013,-.0027,201.453613337981,7.53456488903908
31.47,.8928,3.373,2.7078,-.0048,201.38767863367,-13.1869408620844
31.475,.8863,3.373,2.7396,-.0048,201.38767863367,0
31.48,.9278,3.3698,2.726,-.0052,201.481875217846,18.8393168351297
31.485,.8834,3.3746,2.7529,-.0043,201.34056581852,-28.2618798652265
31.49,.9171,3.3746,2.7642,-.0003,201.34056581852,0
31.495,.9207,3.375,2.785,.0036,201.331125827815,-1.88799814104073
31.5,.9061,3.3753,2.7853,.0041,201.321714883235,-1.88218891600513
31.505,.9097,3.3753,2.747,.0029,201.321714883235,0
31.51,.9019,3.374,2.7178,-.0022,201.359416753805,7.54037411409172
31.515,.9012,3.375,2.7042,-.0016,201.331125827815,-5.65818519808659
31.52,.9122,3.3753,2.7227,.0007,201.321714883235,-1.88218891600513
31.525,.896,3.3759,2.7114,.0021,201.302863947949,-3.77018705704018
31.53,.911,3.3782,2.7396,.0025,201.236929243639,-13.1869408620901
31.535,.8769,3.3753,2.7363,,201.321714883235,16.9571279191302
31.54,.9145,3.3746,2.75,-.0001,201.34056581852,3.77018705704586
31.545,.8905,3.3711,2.7237,-.0037,201.444202393401,20.7273149761875
31.55,.8811,3.3763,2.702,-.0068,201.293453003369,-30.1498780062786
31.555,.8934,3.3769,2.7133,-.0053,201.274602068084,-3.77018705704586
31.56,.9067,3.3776,2.7133,-.0035,201.255780178924,-3.76437783199322
31.565,.8857,3.3769,2.7107,-.0022,201.274602068084,3.76437783199322
31.57,.8931,3.3756,2.7665,.0029,201.312303938655,7.5403741140974
31.575,.8973,3.3727,2.7392,.0049,201.39708957825,16.9571279191302
31.58,.9051,3.3772,2.7451,.0029,201.265191123504,-26.3796909492271
31.585,.8967,3.3772,2.7487,.0037,201.265191123504,0
31.59,.8954,3.3772,2.7013,-.0008,201.265191123504,0
31.595,.8999,3.3779,2.6815,.0002,201.246340188219,-3.77018705704586
31.6,.8889,3.3779,2.6848,.0052,201.246340188219,0
31.605,.899,3.3776,2.6883,.0034,201.255780178924,1.88799814105209
31.61,.8934,3.3776,2.7386,.0028,201.255780178924,0
31.615,.8915,3.3776,2.7269,.0015,201.255780178924,0
31.62,.885,3.3776,2.7454,-.0018,201.255780178924,0
31.625,.9067,3.3785,2.7412,-.0031,201.227518299059,-5.65237597304531
31.63,.8857,3.3779,2.7341,-.0029,201.246340188219,3.76437783199322
31.635,.9097,3.3798,2.7392,-.0019,201.189816428488,-11.3047519460906
31.64,.8957,3.3905,2.7376,.0005,200.878935749971,-62.1761357034927
31.645,.9022,3.3795,2.7334,.0028,201.199256419194,64.0641338445448
31.65,.9061,3.3792,2.7782,.0042,201.208667363774,1.88218891599377
31.655,.9074,3.3818,2.7697,.0039,201.133292668758,-15.0749390031365
31.66,.9152,3.3792,2.7616,.0018,201.208667363774,15.0749390031365
31.665,.9132,3.3779,2.7418,.0013,201.246340188219,7.53456488904476
31.67,.8892,3.3737,2.6945,-.0021,201.368827698385,24.4975020332276
31.675,.9009,3.3808,2.6893,-.0016,201.161554548623,-41.4546299523636
31.68,.8921,3.3795,2.7071,-.0018,201.199256419194,7.5403741140974
31.685,.896,3.3789,2.711,.002,201.218078308354,3.76437783199322
31.69,.8941,3.3792,2.7295,.0023,201.208667363774,-1.88218891599945
31.695,.898,3.3789,2.7522,-.005,201.218078308354,1.88218891599945
31.7,.9006,3.3769,2.7328,-.0005,201.274602068084,11.3047519460906
31.705,.8905,3.3801,2.7435,-.0005,201.180405483908,-18.8393168351354
31.71,.9233,3.3827,2.7289,-.0006,201.105030788893,-15.0749390031365
31.715,.9019,3.3798,2.7266,.0013,201.189816428488,16.9571279191359
31.72,.9184,3.3801,2.7234,.0021,201.180405483908,-1.88218891599945
31.725,.9106,3.3801,2.699,.0015,201.180405483908,0
31.73,.8912,3.3782,2.7227,.0041,201.236929243639,11.3047519460963
31.735,.9015,3.3811,2.7224,.0036,201.152143604043,-16.9571279191416
31.74,.9048,3.3808,2.7363,.0028,201.161554548623,1.88218891599945
31.745,.92,3.3805,2.7516,.0023,201.170994539328,1.88799814104641
31.75,.922,3.3818,2.7204,.0023,201.133292668758,-7.54037411409172
31.755,.8954,3.3805,2.7311,.0018,201.170994539328,7.54037411409172
31.76,.9307,3.3789,2.7136,.0042,201.218078308354,9.41675380504421
31.765,.8986,3.3743,2.7188,.0039,201.3499767631,26.3796909492271
31.77,.8925,3.3808,2.7354,.0023,201.161554548623,-37.6844428953177
31.775,.9171,3.3805,2.7049,-.0001,201.170994539328,1.88799814104641
31.78,.9204,3.3811,2.7383,-.0018,201.152143604043,-3.77018705704586
31.785,.922,3.3814,2.7373,-.0011,201.142732659463,-1.88218891599945
31.79,.9161,3.3814,2.786,.0021,201.142732659463,0
31.795,.9207,3.3782,2.7691,.0042,201.236929243639,18.8393168351411
31.8,.9314,3.3818,2.76,.0041,201.133292668758,-20.7273149761875
31.805,.9239,3.3814,2.7256,.0013,201.142732659463,1.88799814104641
31.81,.9194,3.3818,2.7032,-.0026,201.133292668758,-1.88799814104641
31.815,.9054,3.3818,2.7049,-.0031,201.133292668758,0
31.82,.9372,3.3811,2.7039,-.005,201.152143604043,3.77018705704586
31.825,.9116,3.3801,2.7279,-.0024,201.180405483908,5.65237597304531
31.83,.9012,3.3821,2.7221,-.0009,201.123881724178,-11.3047519460849
31.835,.898,3.3827,2.7435,-.0009,201.105030788893,-3.77018705705154
31.84,.9278,3.3827,2.7198,-.0014,201.105030788893,0
31.845,.9268,3.3827,2.7237,-.004,201.105030788893,0
31.85,.9288,3.3834,2.7866,-.0001,201.086208899733,-3.7643778319989
31.855,.9051,3.3853,2.7892,.0031,201.029685140002,-11.3047519460906
31.86,.9122,3.3905,2.7347,.0036,200.878935749971,-30.1498780062673
31.865,.9168,3.3834,2.6987,.0029,201.086208899733,41.4546299523579
31.87,.921,3.3837,2.6517,-.0003,201.076768909027,-1.88799814104641
31.875,.9061,3.3795,2.7058,.0003,201.199256419194,24.4975020332333
31.88,.9035,3.3837,2.7091,.0031,201.076768909027,-24.4975020332333
31.885,.9171,3.384,2.7367,.0037,201.067357964448,-1.88218891599377
31.89,.9048,3.3811,2.7328,.0046,201.152143604043,16.9571279191302
31.895,.9103,3.3837,2.7548,.0036,201.076768909027,-15.0749390031365
31.9,.899,3.384,2.737,.0025,201.067357964448,-1.88218891599377
31.905,.8947,3.3834,2.7389,.0023,201.086208899733,3.77018705704018
31.91,.9265,3.386,2.7107,.0023,201.010834204717,-15.0749390031308
31.915,.9126,3.3844,2.7217,.0005,201.057947019868,9.42256303008548
31.92,.9067,3.3824,2.7185,.0031,201.114470779598,11.3047519460906
31.925,.9375,3.384,2.7334,.0025,201.067357964448,-9.42256303008548
31.93,.897,3.384,2.736,.0033,201.067357964448,0
31.935,.9009,3.384,2.7691,.0023,201.067357964448,0
31.94,.9395,3.3844,2.7373,.0012,201.057947019868,-1.88218891600513
31.945,.9181,3.3834,2.7412,.0003,201.086208899733,5.65237597304531
31.95,.9093,3.3827,2.723,.0018,201.105030788893,3.7643778319989
31.955,.9048,3.3844,2.7409,.0023,201.057947019868,-9.41675380504421
31.96,.8983,3.3844,2.7315,.0025,201.057947019868,0
31.965,.9116,3.3847,2.7354,.0025,201.048507029162,-1.88799814104641
31.97,.9265,3.3889,2.7195,.002,200.926048565121,-24.4916928081807
31.975,.9217,3.3847,2.735,.0013,201.048507029162,24.4916928081807
31.98,.9184,3.385,2.7402,.0025,201.039096084582,-1.88218891599377
31.985,.9463,3.3808,2.7328,.0031,201.161554548623,24.491692808175
31.99,.9022,3.385,2.7269,.0031,201.039096084582,-24.491692808175
31.995,.9155,3.385,2.6938,-.0003,201.039096084582,0
32,.8986,3.386,2.7078,-.0008,201.010834204717,-5.65237597304531
32.005,.8886,3.3857,2.7091,-.0016,201.020245149297,1.88218891599945
32.01,.9165,3.386,2.7045,-.0027,201.010834204717,-1.88218891599945
32.015,.9045,3.3834,2.7036,-.0032,201.086208899733,15.0749390031308
32.02,.8951,3.386,2.735,-.0018,201.010834204717,-15.0749390031308
32.025,.9382,3.3873,2.7276,-.0016,200.973161380272,-7.53456488904476
32.03,.9275,3.3876,2.7746,.0028,200.963721389567,-1.88799814105209
32.035,.9359,3.3866,2.7555,.0036,200.991983269432,5.65237597304531
32.04,.9268,3.3853,2.7522,-.0014,201.029685140002,7.54037411409172
32.045,.933,3.3863,2.7344,.0033,201.001423260137,-5.65237597303963
32.05,.9165,3.3866,2.6925,-.0013,200.991983269432,-1.88799814105209
32.055,.9077,3.3866,2.6848,-.0009,200.991983269432,0
32.06,.9294,3.3866,2.7136,-.0001,200.991983269432,0
32.065,.9314,3.3873,2.7091,,200.973161380272,-3.76437783199322
32.07,.9278,3.387,2.7509,.0002,200.982572324852,1.88218891599945
32.075,.9233,3.3879,2.7276,-.0001,200.954310444987,-5.65237597305099
32.08,.9184,3.3857,2.7431,-.0024,201.020245149297,13.1869408620958
32.085,.91,3.3879,2.7354,-.0032,200.954310444987,-13.1869408620958
32.09,.9097,3.3879,2.75,-.0031,200.954310444987,0
32.095,.9051,3.3941,2.7298,-.0014,200.77529917509,-35.8022539793183
32.1,.9051,3.3889,2.7279,.002,200.926048565121,30.149878006273
32.105,.9294,3.3899,2.7496,.0031,200.897786685256,-5.65237597304531
32.11,.7773,3.3886,2.7665,.0059,200.935459509701,7.53456488904476
32.115,.8127,3.3886,2.7487,.0055,200.935459509701,0
32.12,.7832,3.3892,2.7428,.0033,200.916608574416,-3.77018705704586
32.125,.7692,3.3879,2.7347,.0026,200.954310444987,7.54037411409172
32.13,.9142,3.3889,2.6861,.0015,200.926048565121,-5.65237597304531
32.135,.9077,3.3896,2.7114,.0034,200.907197629836,-3.77018705704018
32.14,.91,3.3909,2.7071,.0034,200.869524805391,-7.53456488905044
32.145,.9204,3.3873,2.7214,.0037,200.973161380272,20.7273149761875
32.15,.9372,3.3892,2.726,.0046,200.916608574416,-11.3105611711433
32.155,.9207,3.3892,2.7337,.0039,200.916608574416,0
32.16,.9246,3.3886,2.7454,.0037,200.935459509701,3.77018705704586
32.165,.9288,3.3886,2.7279,.002,200.935459509701,0
32.17,.9294,3.387,2.7039,.0034,200.982572324852,9.42256303009685
32.175,.9197,3.3863,2.7292,.0037,201.001423260137,3.77018705704586
32.18,.9181,3.3931,2.7162,.0034,200.803561054955,-39.5724410363641
32.185,.9077,3.3883,2.7172,.0039,200.944870454281,28.2618798652209
32.19,.9366,3.387,2.7441,.0039,200.982572324852,7.5403741140974
32.195,.9255,3.3889,2.7204,.0041,200.926048565121,-11.3047519460963
32.2,.9291,3.3889,2.7315,.0086,200.926048565121,0
32.205,.9236,3.3918,2.7467,.0033,200.841262925526,-16.9571279191359
32.21,.9184,3.3886,2.7305,.0034,200.935459509701,18.8393168351354
32.215,.9359,3.3883,2.738,.0036,200.944870454281,1.88218891599945
32.22,.9054,3.3892,2.7253,.0039,200.916608574416,-5.65237597304531
32.225,.9324,3.3889,2.7279,.0039,200.926048565121,1.88799814104641
32.23,.9324,3.3886,2.748,.0046,200.935459509701,1.88218891599945
32.235,.9226,3.3873,2.748,.0036,200.973161380272,7.5403741140974
32.24,.9168,3.3892,2.7373,.0036,200.916608574416,-11.3105611711433
32.245,.9122,3.3889,2.738,.0033,200.926048565121,1.88799814104641
32.25,.9106,3.3863,2.7354,.0034,201.001423260137,15.0749390031422
32.255,.9012,3.3853,2.7392,.0031,201.029685140002,5.65237597303963
32.26,.9126,3.3886,2.7367,.0034,200.935459509701,-18.8451260601823
32.265,.9161,3.3883,2.7165,.0016,200.944870454281,1.88218891599945
32.27,.9113,3.3899,2.7331,.0036,200.897786685256,-9.41675380504421
32.275,.9171,3.3889,2.7279,.0034,200.926048565121,5.65237597304531
32.28,.9174,3.3889,2.7156,.0034,200.926048565121,0
32.285,.9194,3.3886,2.7454,.0036,200.935459509701,1.88218891599945
32.29,.921,3.3889,2.7182,.0042,200.926048565121,-1.88218891599945
32.295,.9217,3.3896,2.701,.0005,200.907197629836,-3.77018705704018
32.3,.9207,3.3876,2.7302,.0033,200.963721389567,11.3047519460849
32.305,.9158,3.3889,2.7188,.0039,200.926048565121,-7.53456488904476
32.31,.9191,3.3892,2.7289,.0041,200.916608574416,-1.88799814104641
32.315,.9226,3.3886,2.7405,.0041,200.935459509701,3.77018705704586
32.32,.9148,3.3889,2.7075,.0033,200.926048565121,-1.88218891599945
32.325,.9139,3.3886,2.724,.0012,200.935459509701,1.88218891599945
32.33,.9132,3.387,2.7344,.0036,200.982572324852,9.42256303009685
32.335,.911,3.3866,2.7276,.0037,200.991983269432,1.88218891599377
32.34,.9152,3.3886,2.7396,.0036,200.935459509701,-11.3047519460906
32.345,.92,3.3876,2.7227,.0037,200.963721389567,5.65237597304531
32.35,.9184,3.3925,2.7263,.0042,200.822411990241,-28.2618798652209
32.355,.9207,3.3896,2.7503,.0049,200.907197629836,16.9571279191359
32.36,.933,3.3902,2.7363,.0037,200.888346694551,-3.77018705705154
32.365,.908,3.3892,2.7328,.0037,200.916608574416,5.65237597304531
32.37,.9093,3.3889,2.7308,.0039,200.926048565121,1.88799814104641
32.375,.9084,3.3889,2.7243,.0041,200.926048565121,0
32.38,.909,3.3905,2.7461,.0036,200.878935749971,-9.42256303008548
32.385,.9239,3.3883,2.7367,.0028,200.944870454281,13.1869408620844
32.39,.909,3.3883,2.7097,-.0029,200.944870454281,0
32.395,.9116,3.3857,2.7402,.0033,201.020245149297,15.0749390031422
32.4,.9165,3.3886,2.7396,.0037,200.935459509701,-16.9571279191416
32.405,.9395,3.3883,2.7272,.0025,200.944870454281,1.88218891599945
32.41,.9213,3.3889,2.7292,.0039,200.926048565121,-3.7643778319989
32.415,.921,3.3883,2.7185,.0041,200.944870454281,3.7643778319989
32.42,.9272,3.3892,2.7185,.0055,200.916608574416,-5.65237597304531
32.425,.9272,3.3905,2.7454,.0034,200.878935749971,-7.53456488903908
32.43,.9213,3.3824,2.7224,.0042,201.114470779598,47.1070059254032
32.435,.9158,3.3889,2.7055,.0042,200.926048565121,-37.6844428953177
32.44,.9236,3.3896,2.7451,.0036,200.907197629836,-3.77018705704018
32.445,.9272,3.3879,2.7292,.0034,200.954310444987,9.42256303008548
32.45,.9265,3.3912,2.7221,.0021,200.860084814686,-18.8451260601823
32.455,.9191,3.3879,2.7324,.0037,200.954310444987,18.8451260601823
32.46,.921,3.3857,2.7055,.0034,201.020245149297,13.1869408620958
32.465,.921,3.3889,2.7211,.0031,200.926048565121,-18.8393168351411
32.47,.92,3.3889,2.7418,.0031,200.926048565121,0
32.475,.9197,3.3883,2.7253,.0039,200.944870454281,3.7643778319989
32.48,.9197,3.3889,2.7263,.0041,200.926048565121,-3.7643778319989
32.485,.9223,3.3879,2.7389,.006,200.954310444987,5.65237597304531
32.49,.9246,3.3909,2.7221,.0036,200.869524805391,-16.9571279191359
32.495,.9113,3.3886,2.7409,.0039,200.935459509701,13.1869408620901
32.5,.911,3.3886,2.7279,.0042,200.935459509701,0
32.505,.9197,3.3892,2.7328,.0047,200.916608574416,-3.77018705704586
32.51,.9174,3.3886,2.725,.0034,200.935459509701,3.77018705704586
32.515,.9129,3.3879,2.7243,.0044,200.954310444987,3.77018705704586
32.52,.9343,3.3886,2.7538,.0039,200.935459509701,-3.77018705704586
32.525,.9168,3.3892,2.7357,.0039,200.916608574416,-3.77018705704586
32.53,.9265,3.3899,2.7266,.0052,200.897786685256,-3.7643778319989
32.535,.9161,3.3915,2.7324,-.0016,200.850673870106,-9.42256303008548
32.54,.9197,3.3892,2.7217,-.0065,200.916608574416,13.1869408620844
32.545,.9223,3.3899,2.6844,-.0134,200.897786685256,-3.7643778319989
32.55,.9281,3.3918,2.6131,-.0298,200.841262925526,-11.3047519460906
32.555,.9424,3.3915,2.6115,-.0479,200.850673870106,1.88218891600513
32.56,.9534,3.3954,2.5829,-.0733,200.737626350645,-22.6095038921869
32.565,.9622,3.397,2.5083,-.1059,200.690513535494,-9.42256303008548
32.57,.9823,3.397,2.4308,-.1358,200.690513535494,0
32.575,.9855,3.409,2.4133,-.1669,200.341960032532,-69.7107005925432
32.58,.9975,3.4168,2.4392,-.1954,200.115835947485,-45.2248170094094
32.585,1.0138,3.4252,2.4519,-.2237,199.870919019403,-48.9833856163614
32.59,1.0378,3.4346,2.4593,-.2558,199.597711165331,-54.641570814448
32.595,1.0397,3.4444,2.5099,-.2843,199.315063320553,-56.5295689555057
32.6,1.0582,3.4551,2.5437,-.3024,199.004182642036,-62.1761357034984
32.605,1.0874,3.4697,2.5278,-.3296,198.580254444057,-84.7856395956796
32.61,1.1185,3.483,2.5223,-.3549,198.193999070524,-77.2510747066292
32.615,1.1429,3.4976,2.5573,-.3712,197.77004182642,-84.7914488207323
32.62,1.1445,3.5128,2.5466,-.3931,197.327262693157,-88.5558266527198
32.625,1.1776,3.5287,2.5378,-.4214,196.865661670733,-92.3202044847244
