Time (s),LVDT (V),Potentiometer (V),Accelerometer (V),Tachometer (V),Position (mm),Velocity (mm/s)
11.07,3.2893,4.6337,2.7707,.3044,164.768618566283,69.7107005925375
11.075,3.2692,4.6221,2.8395,.3102,165.107790170791,67.8343209015964
11.08,3.2485,4.6071,2.891,.3195,165.54112931335,86.6678285116791
11.085,3.2125,4.5932,2.9501,.3275,165.946235622168,81.0212617636751
11.09,3.1898,4.5818,2.9154,.3337,166.275967235971,65.9463227605443
11.095,3.1784,4.5679,2.8619,.3387,166.681073544789,81.0212617636807
11.1,3.1512,4.5536,2.8683,.3465,167.095590798188,82.9034506796802
11.105,3.1213,4.5426,2.8709,.3575,167.41591146741,64.0641338445448
11.11,3.0976,4.5257,2.8823,.3594,167.905803415824,97.9783896828167
11.115,3.0597,4.5131,2.8547,.3468,168.273207854072,73.480887649589
11.12,3.0412,4.5004,2.7941,.3303,168.640641338445,73.486696874636
11.125,3.013,4.4858,2.7175,.3178,169.064569536424,84.785639595674
11.13,2.9977,4.4735,2.7341,.3143,169.422563030092,71.5986987335896
11.135,2.9838,4.4589,2.7967,.3271,169.846520274195,84.7914488207266
11.14,2.9585,4.4482,2.7791,.3214,170.157400952713,62.1761357034984
11.145,2.9293,4.4349,2.8414,.3175,170.543656326246,77.2510747066349
11.15,2.9004,4.4232,2.8473,.3165,170.882798884629,67.8285116765437
11.155,2.8794,4.4112,2.7655,.3044,171.231381433717,69.7165098175901
11.16,2.8424,4.3986,2.7509,.295,171.59881491809,73.486696874636
11.165,2.8307,4.3866,2.7801,.3075,171.947368421053,69.7107005925432
11.17,2.798,4.3723,2.8748,.3167,172.361885674451,82.9034506796802
11.175,2.7736,4.3516,2.916,.3282,172.964825142326,120.587893574998
11.18,2.7363,4.3457,2.9459,.3479,173.134425467643,33.9200650633188
11.185,2.7007,4.3314,2.9679,.3627,173.548942721041,82.9034506796802
11.19,2.6818,4.3178,2.9157,.3622,173.944609039154,79.1332636226287
11.195,2.651,4.3023,2.8194,.3457,174.396828163123,90.4438247937719
11.2,2.6316,4.2877,2.7503,.336,174.820756361101,84.7856395956796
11.205,2.6085,4.276,2.593,.3188,175.159898919484,67.8285116765437
11.21,2.5755,4.2614,2.6267,.3021,175.583856163588,84.7914488207266
11.215,2.5524,4.2455,2.7707,.3183,176.045486232137,92.3260137097714
11.22,2.5275,4.2341,2.8622,.3309,176.375217845939,65.9463227605443
11.225,2.5025,4.2218,2.8777,.322,176.733211339607,71.5986987335896
11.23,2.4853,4.2092,2.7902,.3075,177.100615777855,73.480887649589
11.235,2.4551,4.1978,2.7545,.3076,177.430347391658,65.9463227605386
11.24,2.4357,4.1861,2.7399,.2978,177.769489950041,67.8285116765494
11.245,2.4104,4.1719,2.7762,.3127,178.184036249564,82.9092599047272
11.25,2.3857,4.1595,2.795,.3188,178.542029743232,71.5986987335839
11.255,2.3614,4.1443,2.8554,.3353,178.984808876496,88.5558266527255
11.26,2.3393,4.132,2.8252,.339,179.342802370164,71.5986987335896
11.265,2.3192,4.1174,2.8077,.3418,179.766730568142,84.7856395956796
11.27,2.2946,4.1028,2.8826,.346,180.190687812246,84.7914488207266
11.275,2.2732,4.0976,2.8327,.3361,180.341408156152,30.144068781226
11.28,2.2466,4.0778,2.7574,.3295,180.916085744162,114.935517601953
11.285,2.2193,4.0642,2.7201,.3321,181.311752062275,79.1332636226287
11.29,2.1957,4.0519,2.747,.3352,181.669745555943,71.5986987335953
11.295,2.1648,4.0392,2.8006,.3416,182.037179040316,73.486696874636
11.3,2.1389,4.0249,2.7571,.3356,182.451696293714,82.9034506796745
11.305,2.1065,4.011,2.7376,.3167,182.856802602533,81.0212617636807
11.31,2.0838,4.0019,2.6844,.2918,183.1205704659,52.7535726734072
11.315,2.0549,3.9883,2.7607,.2991,183.516265830138,79.1390728476813
11.32,2.0251,3.976,2.8557,.3118,183.874259323806,71.5986987335896
11.325,2.0004,3.961,2.8988,.323,184.307598466365,86.6678285116791
11.33,1.9725,3.9484,2.9066,.3455,184.675031950738,73.4866968746303
11.335,1.9446,3.9341,2.8573,.3476,185.089549204136,82.9034506796859
11.34,1.918,3.9166,2.8943,.3693,185.59826304171,101.742767514816
11.345,1.9002,3.9036,2.9089,.3826,185.975107470663,75.3688857906354
11.35,1.8785,3.889,2.8703,.3756,186.399035668642,84.785639595674
11.355,1.846,3.8764,2.7088,.3457,186.766469153015,73.486696874636
11.36,1.8246,3.8637,2.5722,.3222,187.133873591263,73.480887649589
11.365,1.7993,3.8504,2.4555,.3023,187.520128964796,77.2510747066292
11.37,1.7737,3.8401,2.5164,.3003,187.821598698734,60.2939467875046
11.375,1.7523,3.8245,2.7201,.3238,188.273817822702,90.4438247937662
11.38,1.7296,3.8141,2.891,.3334,188.57528755664,60.293946787499
11.385,1.7075,3.8018,2.963,.3308,188.933281050308,71.5986987335953
11.39,1.6813,3.7891,2.8719,.324,189.300685488556,73.4808876495833
11.395,1.6595,3.7768,2.7555,.2999,189.658678982224,71.5986987335953
11.4,1.6427,3.7648,2.6488,.2808,190.007261531312,69.7165098175844
11.405,1.6222,3.7512,2.6241,.2882,190.402927849425,79.1332636226343
11.41,1.6093,3.7447,2.6066,.2859,190.591350063901,37.6844428953177
11.415,1.5791,3.7272,2.7967,.3198,191.100063901476,101.742767514816
11.42,1.56,3.7136,2.9601,.3554,191.495759265714,79.1390728476813
11.425,1.5308,3.6999,3.0743,.3641,191.891425583827,79.1332636226287
11.43,1.4879,3.685,3.0234,.3692,192.324793772511,86.6736377367261
11.435,1.4672,3.6724,2.8294,.3429,192.692198210759,73.4808876495947
11.44,1.4312,3.6545,2.7217,.3316,193.210352039038,103.630765655856
11.445,1.3962,3.6435,2.5875,.3371,193.530672708261,64.0641338445505
11.45,1.3822,3.6296,2.5622,.3452,193.935749970954,81.0154525386224
11.455,1.3423,3.6159,2.6056,.3557,194.331445335192,79.139072847687
11.46,1.3157,3.602,2.6562,.3463,194.736522597885,81.0154525386281
11.465,1.2956,3.5881,2.6961,.3305,195.141628906704,81.0212617636807
11.47,1.2713,3.5783,2.7253,.3054,195.424247705356,56.5237597304531
11.475,1.2411,3.5611,2.7516,.2994,195.92355059835,99.8605785988161
11.48,1.2405,3.5537,2.737,.2978,196.140234692692,43.336818868363
11.485,1.2265,3.5426,2.7412,.3015,196.460555361915,64.0641338445448
11.49,1.198,3.5329,2.7217,.3207,196.743174160567,56.5237597304531
11.495,1.1714,3.5167,2.8087,.3399,197.214215173696,94.2082026257651
11.5,1.137,3.5024,2.8301,.3462,197.628732427094,82.9034506796859
11.505,1.1176,3.4878,2.8589,.3525,198.052689671198,84.7914488207209
11.51,1.0932,3.4774,2.942,.3541,198.354159405135,60.293946787499
11.515,1.0725,3.4616,2.8398,.3483,198.815760427559,92.3202044847244
11.52,1.053,3.4486,2.7289,.3444,199.192604856512,75.3688857906354
11.525,1.0267,3.4346,2.6137,.3434,199.597711165331,81.0212617636864
11.53,.9804,3.422,2.5972,.3488,199.965115603578,73.4808876495833
11.535,.9661,3.409,2.4824,.3141,200.341960032532,75.3688857906354
11.54,.9333,3.396,2.3899,.267,200.71877541536,75.3630765655828
11.545,.9165,3.3892,2.3147,.2179,200.916608574416,39.5666318113172
11.55,.9171,3.3808,2.3085,.1619,201.161554548623,48.9891948414083
11.555,.9038,3.3753,2.3202,.1066,201.321714883235,32.0320669222724
11.56,.9028,3.3782,2.3124,.0622,201.236929243639,-16.9571279191302
11.565,.9002,3.3711,2.3017,.0182,201.444202393401,41.4546299523636
11.57,.9097,3.3724,2.352,-.0103,201.40650052283,-7.5403741140974
11.575,.9061,3.374,2.5745,.0047,201.359416753805,-9.41675380504421
11.58,.9165,3.3711,2.6841,.006,201.444202393401,16.9571279191416
11.585,.9097,3.3704,2.786,,201.463024282561,3.76437783199322
11.59,.9097,3.3707,2.8388,-.0094,201.453613337981,-1.88218891599945
11.595,.9084,3.3711,2.8388,-.0056,201.444202393401,-1.88218891599377
11.6,.9054,3.372,2.8041,.0088,201.415940513535,-5.65237597304531
11.605,.9012,3.3727,2.7367,.0102,201.39708957825,-3.77018705705154
11.61,.8938,3.3717,2.6912,.0164,201.425351458115,5.65237597304531
11.615,.8925,3.3714,2.653,.0109,201.434762402695,1.88218891599945
11.62,.884,3.3707,2.6241,.0031,201.453613337981,3.77018705704586
11.625,.8801,3.3727,2.7075,-.0013,201.39708957825,-11.3047519460906
11.63,.8814,3.3707,2.7431,-.0045,201.453613337981,11.3047519460906
11.635,.8847,3.3724,2.7684,-.0039,201.40650052283,-9.42256303009117
11.64,.885,3.3766,2.7782,-.0037,201.284042058789,-24.491692808175
11.645,.8925,3.3717,2.7701,.0044,201.425351458115,28.2618798652209
11.65,.8944,3.3717,2.7068,.0055,201.425351458115,0
11.655,.8921,3.3717,2.6828,.0099,201.425351458115,0
11.66,.8977,3.3717,2.6987,.0057,201.425351458115,0
11.665,.8954,3.3711,2.7798,.0026,201.444202393401,3.77018705705154
11.67,.898,3.3727,2.7924,.0034,201.39708957825,-9.42256303009685
11.675,.8918,3.3704,2.7967,.0015,201.463024282561,13.1869408620901
11.68,.8957,3.3717,2.7581,.0028,201.425351458115,-7.53456488904476
11.685,.9022,3.372,2.7341,.0029,201.415940513535,-1.88218891599377
11.69,.8944,3.3711,2.7055,.0028,201.444202393401,5.65237597304531
11.695,.9012,3.3717,2.6887,.0029,201.425351458115,-3.77018705705154
11.7,.9019,3.3717,2.7078,.0021,201.425351458115,0
11.705,.9077,3.3733,2.7195,.0047,201.378238642965,-9.42256303009117
11.71,.909,3.3652,2.7551,.0033,201.613773672592,47.1070059254089
11.715,.9145,3.3717,2.7837,.0025,201.425351458115,-37.6844428953177
11.72,.7582,3.3711,2.7289,.0012,201.444202393401,3.77018705705154
11.725,.776,3.3704,2.7127,.0028,201.463024282561,3.76437783199322
11.73,.7614,3.3717,2.6711,.0028,201.425351458115,-7.53456488904476
11.735,.7549,3.3711,2.6702,-.0009,201.444202393401,3.77018705705154
11.74,.754,3.3727,2.7133,.0033,201.39708957825,-9.42256303009685
11.745,.7621,3.372,2.7266,.0029,201.415940513535,3.77018705705154
11.75,.7468,3.372,2.7542,.0028,201.415940513535,0
11.755,.7786,3.3714,2.7448,.0025,201.434762402695,3.76437783199322
11.76,.7368,3.3701,2.7289,.0026,201.472464273266,7.5403741140974
11.765,.7588,3.372,2.7392,.0021,201.415940513535,-11.3047519460906
11.77,.789,3.3756,2.7104,.0039,201.312303938655,-20.7273149761818
11.775,.7566,3.3746,2.711,.0034,201.34056581852,5.65237597303963
11.78,.8584,3.3717,2.7136,.0037,201.425351458115,16.9571279191359
11.785,.7815,3.3717,2.7402,.0039,201.425351458115,0
11.79,.9126,3.3711,2.7276,.0003,201.444202393401,3.77018705705154
11.795,.9009,3.3724,2.7412,-.0021,201.40650052283,-7.5403741140974
11.8,.9002,3.372,2.7513,-.0018,201.415940513535,1.88799814105209
11.805,.8941,3.3691,2.7688,,201.500726153131,16.9571279191359
11.81,.8886,3.3698,2.7487,.0029,201.481875217846,-3.77018705705154
11.815,.8857,3.372,2.7425,.0033,201.415940513535,-13.1869408620844
11.82,.8769,3.3727,2.725,.0018,201.39708957825,-3.77018705705154
11.825,.886,3.374,2.7383,.0021,201.359416753805,-7.53456488904476
11.83,.8808,3.3727,2.7415,.001,201.39708957825,7.53456488904476
11.835,.8811,3.3733,2.7295,.0034,201.378238642965,-3.77018705704586
11.84,.8824,3.375,2.7522,.002,201.331125827815,-9.42256303008548
11.845,.887,3.3727,2.7308,.0033,201.39708957825,13.1927500871313
11.85,.8915,3.3727,2.7182,.0034,201.39708957825,0
11.855,.8899,3.372,2.7263,.0044,201.415940513535,3.77018705705154
11.86,.8951,3.3766,2.7182,.0041,201.284042058789,-26.3796909492271
11.865,.8977,3.3724,2.7127,.0025,201.40650052283,24.491692808175
11.87,.9142,3.3727,2.7175,.0002,201.39708957825,-1.88218891599945
11.875,.8853,3.3675,2.7276,,201.547809922156,30.1440687812317
11.88,.899,3.373,2.7441,.0007,201.38767863367,-32.0262576972254
11.885,.8941,3.3724,2.7308,.0042,201.40650052283,3.76437783199322
11.89,.8834,3.3727,2.7036,.0044,201.39708957825,-1.88218891599945
11.895,.9148,3.3737,2.7036,.0044,201.368827698385,-5.65237597304531
11.9,.8934,3.3724,2.7007,.006,201.40650052283,7.53456488904476
11.905,.8714,3.374,2.7208,.0028,201.359416753805,-9.41675380504421
11.91,.885,3.3733,2.7302,.0023,201.378238642965,3.7643778319989
11.915,.9054,3.373,2.724,.0013,201.38767863367,1.88799814105209
11.92,.8996,3.3733,2.7461,.002,201.378238642965,-1.88799814105209
11.925,.9032,3.3698,2.7305,.0023,201.481875217846,20.7273149761818
11.93,.9064,3.373,2.7308,.0015,201.38767863367,-18.8393168351297
11.935,.9084,3.3753,2.7217,.0057,201.321714883235,-13.1927500871427
11.94,.9035,3.3707,2.6981,.001,201.453613337981,26.3796909492271
11.945,.9035,3.3737,2.7574,.0016,201.368827698385,-16.9571279191359
11.95,.9074,3.373,2.7801,.006,201.38767863367,3.77018705705154
11.955,.898,3.3733,2.7665,.0021,201.378238642965,-1.88799814105209
11.96,.8899,3.373,2.7422,.001,201.38767863367,1.88799814105209
11.965,.8827,3.3743,2.7185,.0036,201.3499767631,-7.5403741140974
11.97,.8983,3.3759,2.6964,.0012,201.302863947949,-9.42256303008548
11.975,.8818,3.374,2.7217,.0018,201.359416753805,11.3105611711319
11.98,.8879,3.3746,2.7247,.0021,201.34056581852,-3.77018705704586
11.985,.8889,3.3746,2.75,.002,201.34056581852,0
11.99,.8847,3.3785,2.7535,.0028,201.227518299059,-22.6095038921756
11.995,.8951,3.374,2.7435,.0018,201.359416753805,26.3796909492214
12,.8908,3.373,2.7308,.0039,201.38767863367,5.65237597305099
12.005,.8892,3.3743,2.7032,.0041,201.3499767631,-7.5403741140974
12.01,.9048,3.3746,2.712,.0044,201.34056581852,-1.88218891599945
12.015,.8925,3.3746,2.6964,.0041,201.34056581852,0
12.02,.8827,3.3743,2.7217,.0041,201.3499767631,1.88218891599945
12.025,.8951,3.3746,2.6984,.0013,201.34056581852,-1.88218891599945
12.03,.8986,3.3743,2.7295,-.0024,201.3499767631,1.88218891599945
12.035,.896,3.374,2.7182,.0002,201.359416753805,1.88799814104641
12.04,.8957,3.3753,2.7104,.0007,201.321714883235,-7.54037411409172
12.045,.8873,3.3746,2.723,.0005,201.34056581852,3.77018705704586
12.05,.9061,3.3743,2.7078,.0007,201.3499767631,1.88218891599945
12.055,.8821,3.3753,2.7276,-.0006,201.321714883235,-5.65237597304531
12.06,.8782,3.375,2.7221,-.0026,201.331125827815,1.88218891600513
12.065,.9019,3.3772,2.7227,-.0022,201.265191123504,-13.1869408620958
12.07,.884,3.375,2.7308,-.0024,201.331125827815,13.1869408620958
12.075,.9204,3.3763,2.7227,-.0027,201.293453003369,-7.53456488905044
12.08,.8964,3.3769,2.7347,-.0013,201.274602068084,-3.77018705704586
12.085,.9132,3.3737,2.7438,,201.368827698385,18.8451260601823
12.09,.9012,3.3769,2.7538,.0008,201.274602068084,-18.8451260601823
12.095,.9051,3.3766,2.7354,.0028,201.284042058789,1.88799814105209
12.1,.9071,3.375,2.7519,.0029,201.331125827815,9.41675380504421
12.105,.9035,3.3772,2.7483,.0033,201.265191123504,-13.1869408620958
12.11,.9015,3.3769,2.76,.0059,201.274602068084,1.88218891599945
12.115,.91,3.3769,2.7363,-.0005,201.274602068084,0
12.12,.8964,3.3772,2.7337,-.0018,201.265191123504,-1.88218891599945
12.125,.9093,3.3779,2.7065,-.0029,201.246340188219,-3.77018705704586
12.13,.9058,3.3759,2.6968,-.0024,201.302863947949,11.3047519460963
12.135,.9106,3.3776,2.7062,-.0029,201.255780178924,-9.41675380504421
12.14,.8899,3.3779,2.7266,-.0029,201.246340188219,-1.88799814105209
12.145,.8944,3.3782,2.7516,.0002,201.236929243639,-1.88218891599377
12.15,.9129,3.3766,2.7655,.0008,201.284042058789,9.42256303009117
12.155,.9139,3.3789,2.7334,.0062,201.218078308354,-13.1927500871427
12.16,.9142,3.3805,2.7221,.0037,201.170994539328,-9.41675380504421
12.165,.9178,3.3756,2.7143,.0041,201.312303938655,28.2618798652322
12.17,.9158,3.3782,2.7373,.005,201.236929243639,-15.0749390031365
12.175,.8915,3.3785,2.7282,.0054,201.227518299059,-1.88218891599945
12.18,.8977,3.3782,2.7457,.0034,201.236929243639,1.88218891599945
12.185,.8863,3.3792,2.7237,.0029,201.208667363774,-5.65237597305099
12.19,.9032,3.3792,2.7068,.0047,201.208667363774,0
12.195,.8834,3.3837,2.7081,.0031,201.076768909027,-26.3796909492271
12.2,.9174,3.3785,2.7191,.0042,201.227518299059,30.1498780062786
12.205,.9019,3.3789,2.726,.0047,201.218078308354,-1.88799814105209
12.21,.8899,3.3789,2.737,.0049,201.218078308354,0
12.215,.9197,3.3782,2.7389,.0037,201.236929243639,3.77018705705154
12.22,.8934,3.3792,2.7295,.0026,201.208667363774,-5.65237597305099
12.225,.8831,3.3776,2.7428,.0036,201.255780178924,9.42256303009685
12.23,.9129,3.3779,2.7169,.0034,201.246340188219,-1.88799814105209
12.235,.8908,3.3789,2.7331,.0015,201.218078308354,-5.65237597304531
12.24,.8931,3.3795,2.7175,-.0001,201.199256419194,-3.76437783199322
12.245,.8977,3.3798,2.7302,-.0014,201.189816428488,-1.88799814105209
12.25,.884,3.3795,2.7266,.0008,201.199256419194,1.88799814105209
12.255,.9058,3.3808,2.7165,-.0039,201.161554548623,-7.5403741140974
12.26,.9028,3.3824,2.7405,-.0011,201.114470779598,-9.41675380504421
12.265,.9165,3.3801,2.724,-.0019,201.180405483908,13.1869408620901
12.27,.898,3.3805,2.7428,-.0039,201.170994539328,-1.88218891599945
12.275,.9178,3.3801,2.7461,-.0027,201.180405483908,1.88218891599945
12.28,.8957,3.3814,2.7243,-.0032,201.142732659463,-7.53456488904476
12.285,.9476,3.3808,2.7389,-.0032,201.161554548623,3.7643778319989
12.29,.9129,3.3805,2.7373,-.0005,201.170994539328,1.88799814104641
12.295,.9233,3.3792,2.7412,.0036,201.208667363774,7.53456488904476
12.3,.9161,3.3811,2.7334,.0036,201.152143604043,-11.3047519460906
12.305,.9064,3.3818,2.7214,.0033,201.133292668758,-3.77018705704586
12.31,.9265,3.3831,2.7247,.0041,201.095619844313,-7.53456488903908
12.315,.9252,3.3818,2.7272,.0008,201.133292668758,7.53456488903908
12.32,.9213,3.3805,2.7405,.0026,201.170994539328,7.54037411409172
12.325,.8964,3.3759,2.7036,.0025,201.302863947949,26.3738817241858
12.33,.8957,3.3811,2.7101,.0026,201.152143604043,-30.1440687812317
12.335,.9327,3.3814,2.712,.0049,201.142732659463,-1.88218891599945
12.34,.9019,3.3818,2.7143,.0016,201.133292668758,-1.88799814104641
12.345,.9022,3.3818,2.7357,.0013,201.133292668758,0
12.35,.9097,3.3827,2.7315,.0039,201.105030788893,-5.65237597304531
12.355,.9191,3.384,2.7357,.002,201.067357964448,-7.53456488903908
12.36,.9022,3.3805,2.7243,.0021,201.170994539328,20.7273149761761
12.365,.9187,3.3824,2.7311,.0025,201.114470779598,-11.3047519460906
12.37,.9045,3.3827,2.7211,.002,201.105030788893,-1.88799814104641
12.375,.9181,3.3844,2.7234,-.0009,201.057947019868,-9.41675380504421
12.38,.9084,3.3827,2.735,-.0011,201.105030788893,9.41675380504421
12.385,.9041,3.3821,2.7302,-.0021,201.123881724178,3.77018705705154
12.39,.9246,3.3821,2.7383,-.0055,201.123881724178,0
12.395,.911,3.3834,2.7344,-.0071,201.086208899733,-7.53456488905044
12.4,.9035,3.384,2.7334,-.0063,201.067357964448,-3.77018705704018
12.405,.9457,3.3821,2.7253,-.006,201.123881724178,11.3047519460906
12.41,.9032,3.3844,2.7451,-.0071,201.057947019868,-13.1869408620958
12.415,.9054,3.3853,2.7571,.0021,201.029685140002,-5.65237597304531
12.42,.9077,3.3912,2.7626,.0003,200.860084814686,-33.9200650633188
12.425,.9067,3.3853,2.773,.0029,201.029685140002,33.9200650633188
12.43,.9119,3.385,2.7594,.0026,201.039096084582,1.88218891600513
12.435,.9304,3.3847,2.7298,.0007,201.048507029162,1.88218891599377
12.44,.92,3.3853,2.7191,-.0009,201.029685140002,-3.7643778319989
12.445,.9165,3.3857,2.7055,-.0022,201.020245149297,-1.88799814104073
12.45,.9009,3.385,2.6987,.0002,201.039096084582,3.77018705704586
12.455,.9184,3.3824,2.7146,-.0001,201.114470779598,15.0749390031308
12.46,.9304,3.386,2.7114,.0005,201.010834204717,-20.7273149761761
12.465,.9311,3.3873,2.7428,.001,200.973161380272,-7.53456488904476
12.47,.9045,3.3879,2.7405,.0007,200.954310444987,-3.77018705705154
12.475,.9106,3.3866,2.7613,.0029,200.991983269432,7.53456488904476
12.48,.9097,3.3857,2.7444,.0042,201.020245149297,5.65237597305099
12.485,.9129,3.3876,2.7269,.0037,200.963721389567,-11.3047519460963
12.49,.9126,3.3847,2.7496,.0052,201.048507029162,16.9571279191359
12.495,.9275,3.3866,2.7172,.0021,200.991983269432,-11.3047519460906
12.5,.9259,3.3873,2.7538,.0012,200.973161380272,-3.76437783199322
12.505,.7916,3.3886,2.7594,.0034,200.935459509701,-7.5403741140974
12.51,.8818,3.3876,2.759,.0041,200.963721389567,5.65237597304531
12.515,.9324,3.3889,2.7431,.0023,200.926048565121,-7.53456488904476
12.52,.9032,3.3892,2.737,-.0005,200.916608574416,-1.88799814104641
12.525,.9385,3.3873,2.6997,.0029,200.973161380272,11.3105611711433
12.53,.9223,3.3883,2.7084,.0033,200.944870454281,-5.65818519809795
12.535,.9119,3.3883,2.6705,-.0024,200.944870454281,0
12.54,.9252,3.3886,2.6802,-.0079,200.935459509701,-1.88218891599945
12.545,.9281,3.3921,2.6527,-.0111,200.83182293482,-20.7273149761818
12.55,.9372,3.3896,2.6543,-.0158,200.907197629836,15.0749390031422
12.555,.9521,3.3931,2.5524,-.0437,200.803561054955,-20.7273149761818
12.56,.9583,3.3821,2.4837,-.0727,201.123881724178,64.0641338445448
12.565,.9609,3.397,2.4243,-.0986,200.690513535494,-86.6736377367261
12.57,.9859,3.4016,2.4113,-.1267,200.558615080748,-26.3796909492328
12.575,.9911,3.4064,2.4353,-.1531,200.417305681422,-28.2618798652209
12.58,.9898,3.4103,2.4723,-.1818,200.304258161961,-22.6095038921869
12.585,.9988,3.421,2.4902,-.2132,199.993377483444,-62.1761357034927
12.59,1.0011,3.4291,2.5362,-.2352,199.757842453817,-47.1070059254146
12.595,1.0241,3.4414,2.5116,-.2674,199.399848960149,-71.5986987335839
12.6,1.0387,3.4518,2.5291,-.2924,199.098408272336,-60.288137562452
12.605,1.0537,3.4645,2.5404,-.3157,198.730974787963,-73.4866968746303
12.61,1.0936,3.4762,2.544,-.3413,198.391832229581,-67.8285116765494
12.615,1.1253,3.4904,2.5307,-.3596,197.977314976182,-82.9034506796745
12.62,1.1309,3.5044,2.5638,-.3774,197.572208667364,-81.0212617636807
12.625,1.1613,3.5164,2.5553,-.396,197.223655164401,-69.7107005925432
12.63,1.1935,3.5368,2.6205,-.4091,196.630126641106,-118.705704658998
12.635,1.2285,3.5527,2.821,-.3948,196.168496572557,-92.3260137097714
12.64,1.2632,3.5696,2.8936,-.3866,195.678633670268,-97.972580457764
12.645,1.2966,3.5816,2.9141,-.3741,195.33005112118,-69.7165098175958
12.65,1.3076,3.5975,2.8881,-.3539,194.868421052632,-92.3260137097714
12.655,1.3417,3.6108,2.9945,-.3167,194.482165679098,-77.2510747066292
12.66,1.3725,3.6208,3.1165,-.2681,194.190106889741,-58.4117578714995
12.665,1.3816,3.6331,3.1466,-.2325,193.832113396073,-71.5986987335953
12.67,1.3926,3.6419,3.0642,-.2088,193.577756477286,-50.8713837574021
12.675,1.4179,3.6494,2.7289,-.2266,193.361072382944,-43.336818868363
12.68,1.4231,3.6601,2.6536,-.2244,193.050191704427,-62.1761357035041
12.685,1.4461,3.6704,2.6724,-.2171,192.748721970489,-60.2939467874933
12.69,1.4627,3.6763,2.7616,-.2019,192.579150691298,-33.9142558382719
12.695,1.4847,3.686,2.8651,-.1858,192.296531892646,-56.5237597304531
12.7,1.5035,3.6948,2.8135,-.1949,192.042174973858,-50.8713837574078
12.705,1.5139,3.7032,2.7967,-.2069,191.797228999651,-48.9891948414083
12.71,1.5353,3.7113,2.7778,-.2142,191.561693970024,-47.1070059254032
12.715,1.5625,3.7214,2.724,-.2244,191.269635180667,-58.4117578715052
12.72,1.5723,3.7311,2.7078,-.225,190.987016382015,-56.5237597304531
12.725,1.5856,3.735,2.7114,-.2253,190.873968862554,-22.6095038921812
12.73,1.6057,3.7486,2.7464,-.2221,190.478302544441,-79.1332636226343
12.735,1.6281,3.757,2.7973,-.2116,190.233356570234,-48.9891948414083
12.74,1.6375,3.7668,2.7772,-.2138,189.950737771581,-56.5237597304474
12.745,1.6641,3.7765,2.7396,-.2223,189.668089926804,-56.5295689555001
12.75,1.6887,3.7843,2.7671,-.2249,189.441994887882,-45.2190077843568
12.755,1.7023,3.7947,2.7402,-.2354,189.140525153944,-60.2939467875046
12.76,1.7202,3.8067,2.7396,-.233,188.791942604857,-69.7165098175844
12.765,1.7422,3.8125,2.748,-.221,188.622371325665,-33.9142558382775
12.77,1.7601,3.8206,2.7817,-.2116,188.386865342163,-47.1011967003619
12.775,1.7786,3.8294,2.796,-.2087,188.132479377251,-50.8771929824547
12.78,1.788,3.8355,2.7934,-.2098,187.95349715348,-35.7964447542713
12.785,1.81,3.8466,2.7908,-.2116,187.633176484257,-64.0641338445391
12.79,1.8142,3.8543,2.7522,-.2174,187.407081445335,-45.2190077843625
12.795,1.8243,3.8631,2.7613,-.2174,187.152724526548,-50.8713837574078
12.8,1.8395,3.8718,2.7743,-.2114,186.898367607761,-50.8713837574078
12.805,1.8509,3.8796,2.7762,-.2101,186.672243522714,-45.2248170094094
12.81,1.8613,3.889,2.7733,-.2127,186.399035668642,-54.6415708144536
12.815,1.8804,3.8965,2.7509,-.2096,186.182380620425,-43.3310096433161
12.82,1.8992,3.9072,2.7778,-.2126,185.871470895783,-62.1819449285454
12.825,1.9119,3.9104,2.7681,-.2158,185.777274311607,-18.8393168351354
12.83,1.9411,3.9234,2.7837,-.2215,185.400429882654,-75.3688857906354
12.835,1.9569,3.9332,2.7915,-.2245,185.117811084001,-56.5237597304474
12.84,1.9725,3.9406,2.7879,-.2265,184.90112698966,-43.336818868363
12.845,1.9975,3.9523,2.7811,-.2245,184.561984431277,-67.8285116765437
12.85,2.0088,3.9617,2.7727,-.2216,184.288776577205,-54.6415708144536
12.855,2.0335,3.9711,2.7954,-.221,184.015568723132,-54.6415708144536
12.86,2.0516,3.9782,2.8181,-.2218,183.80829557337,-41.4546299523693
12.865,2.0692,3.9896,2.8054,-.2255,183.478563959568,-65.9463227605386
12.87,2.0867,3.999,2.7889,-.2274,183.205356105496,-54.6415708144536
12.875,2.1081,4.0094,2.774,-.2224,182.903886371558,-60.293946787499
12.88,2.1201,4.0168,2.785,-.2171,182.687202277216,-43.336818868363
12.885,2.1431,4.0266,2.8006,-.2109,182.404583478564,-56.5237597304531
12.89,2.1671,4.0324,2.8187,-.2062,182.235012199373,-33.9142558382719
12.895,2.1798,4.0541,2.819,-.2043,181.603810851632,-126.240269548038
12.9,2.197,4.0502,2.7876,-.2035,181.716858371093,22.6095038921756
12.905,2.2164,4.0583,2.773,-.2001,181.481352387591,-47.1011967003619
12.91,2.232,4.0668,2.761,-.2004,181.236406413384,-48.9891948414083
12.915,2.2336,4.0729,2.7911,-.2002,181.057395143488,-35.8022539793183
12.92,2.2508,4.0833,2.8103,-.2009,180.75592540955,-60.2939467874933
